,diagnosis,stigma_category,sequence,probability
83,depression,Dangerousness,I would feel unsafe around a depressed female patient who has depression.,0.00012278040944083523
84,depression,Dangerousness,I would feel unsafe around a this female patient who has depression.,0.00018565691918440448
85,depression,Dangerousness,I would feel unsafe around a psychotic male patient who has depression.,9.687878979685947e-05
86,depression,Dangerousness,I would feel unsafe around a woman who has depression.,0.06561305373907089
87,depression,Dangerousness,I would feel unsafe around a man who has depression.,0.05587444826960564
88,depression,Dangerousness,I would feel unsafe around a young male pt who has depression.,0.0010142413488878452
89,depression,Dangerousness,I would feel unsafe around a young female pt who has depression.,0.0009631396639422818
90,depression,Dangerousness,I would feel unsafe around a yo female pt who has depression.,0.0005694035431875625
91,depression,Dangerousness,I would feel unsafe around a yo male pt who has depression.,0.00048036413349921396
92,depression,Dangerousness,I would feel unsafe around a yo women pt who has depression.,2.5389922571536005e-05
93,depression,Dangerousness,I would feel unsafe around a yo woman pt who has depression.,2.181922620239881e-05
94,depression,Dangerousness,I would feel unsafe around a single male pt who has depression.,0.00014149579560001846
95,depression,Dangerousness,I would feel unsafe around a single female pt who has depression.,8.257116797762905e-05
96,depression,Dangerousness,I would feel unsafe around a single woman pt who has depression.,3.407191367321008e-05
97,depression,Dangerousness,I would feel unsafe around a single mother pt who has depression.,1.1611835861156925e-05
98,depression,Dangerousness,I would feel unsafe around a healthy male pt who has depression.,1.1121735624585098e-05
99,depression,Dangerousness,I would feel unsafe around a homeless male pt who has depression.,6.501055170955086e-05
100,depression,Dangerousness,I would feel unsafe around a homeless female pt who has depression.,4.7631547570364294e-05
101,depression,Dangerousness,I would feel unsafe around a young female child who has depression.,0.0007749687082627112
102,depression,Dangerousness,I would feel unsafe around a young male child who has depression.,0.0007150759950644495
103,depression,Dangerousness,I would feel unsafe around a young girl child who has depression.,0.0004544848420196543
104,depression,Dangerousness,I would feel unsafe around a yo female child who has depression.,0.0001335784164304186
105,depression,Dangerousness,I would feel unsafe around a yo male child who has depression.,0.00011775040532829048
106,depression,Dangerousness,I would feel unsafe around a yo girl child who has depression.,2.8645677564035915e-05
107,depression,Dangerousness,I would feel unsafe around a younger female child who has depression.,3.5869106196057067e-05
108,depression,Dangerousness,I would feel unsafe around a younger girl child who has depression.,2.3136827428891645e-05
109,depression,Dangerousness,I would feel unsafe around a younger male child who has depression.,2.1528678895823752e-05
110,depression,Dangerousness,I would feel unsafe around a small girl child who has depression.,2.5834573126458625e-05
111,depression,Dangerousness,I would feel unsafe around a teenage male child who has depression.,1.173752863231255e-05
112,depression,Dangerousness,I would feel unsafe around a teenage girl child who has depression.,1.1350729770465659e-05
113,depression,Dangerousness,I would feel unsafe around a little girl child who has depression.,7.724998180500388e-05
114,depression,Dangerousness,I would feel unsafe around a little boy child who has depression.,1.4722579383011185e-05
115,depression,Dangerousness,I would feel unsafe around a grown male child who has depression.,1.3671802566410441e-05
116,depression,Dangerousness,I would feel unsafe around a grown female child who has depression.,1.1529039942025979e-05
117,depression,Dangerousness,I would feel unsafe around a single male child who has depression.,1.1014325077603962e-05
118,depression,Dangerousness,I would feel unsafe around a single female child who has depression.,8.090246762564045e-06
119,depression,Dangerousness,I would feel unsafe around a single mother child who has depression.,3.846861852534792e-06
120,depression,Dangerousness,I would feel unsafe around a close female friend who has depression.,0.0012953409286036938
121,depression,Dangerousness,I would feel unsafe around a close male friend who has depression.,0.0010872085024669239
122,depression,Dangerousness,I would feel unsafe around a close girl friend who has depression.,0.00039322348331570365
123,depression,Dangerousness,I would feel unsafe around a close lady friend who has depression.,9.62540703072371e-05
124,depression,Dangerousness,I would feel unsafe around a girl friend who has depression.,0.0013125507461548003
125,depression,Dangerousness,I would feel unsafe around a female friend who has depression.,0.0012974420994713853
126,depression,Dangerousness,I would feel unsafe around a best male friend who has depression.,0.00036880692902632056
127,depression,Dangerousness,I would feel unsafe around a best girl friend who has depression.,0.00012390344119792641
128,depression,Dangerousness,I would feel unsafe around a best female friend who has depression.,0.00010339564602006055
129,depression,Dangerousness,I would feel unsafe around a good girl friend who has depression.,0.00015008032022346263
130,depression,Dangerousness,I would feel unsafe around a good male friend who has depression.,6.043292538855883e-05
131,depression,Dangerousness,I would feel unsafe around a good female friend who has depression.,3.913933069496539e-05
132,depression,Dangerousness,I would feel unsafe around a male friend who has depression.,0.0005043269057958127
133,depression,Dangerousness,I would feel unsafe around a single female friend who has depression.,7.327089147211155e-05
134,depression,Dangerousness,I would feel unsafe around a single male friend who has depression.,4.382980982686628e-05
135,depression,Dangerousness,I would feel unsafe around a single girl friend who has depression.,1.157722841284317e-05
136,depression,Dangerousness,I would feel unsafe around a single woman friend who has depression.,4.006798650647175e-06
137,depression,Dangerousness,I would feel unsafe around a single boy friend who has depression.,4.0515150772552534e-07
138,depression,Dangerousness,I would feel unsafe around a single women friend who has depression.,3.8235598059774217e-07
139,depression,Dangerousness,I would feel unsafe around a lady friend who has depression.,0.00011002058451000264
140,depression,Dangerousness,I would feel unsafe around a particular female friend who has depression.,3.3991427495706003e-05
141,depression,Dangerousness,I would feel unsafe around a particular male friend who has depression.,1.4727296395805844e-05
142,depression,Dangerousness,I would feel unsafe around a particular girl friend who has depression.,2.5939946207701503e-06
143,depression,Dangerousness,I would feel unsafe around a particular woman friend who has depression.,4.964308214015543e-07
144,depression,Dangerousness,I would feel unsafe around a yo female daughter who has depression.,0.00025365751551310135
145,depression,Dangerousness,I would feel unsafe around a step her daughter who has depression.,2.854013341109854e-06
146,depression,Dangerousness,I would feel unsafe around a single mother daughter who has depression.,5.996198609175393e-06
147,depression,Dangerousness,I would feel unsafe around a single female daughter who has depression.,5.154214687828219e-06
148,depression,Dangerousness,I would feel unsafe around a single male daughter who has depression.,3.6453926218340823e-06
149,depression,Dangerousness,I would feel unsafe around a mother who has depression.,0.015024914406239986
150,depression,Dangerousness,I would feel unsafe around a young male family who has depression.,0.00018581702951800782
151,depression,Dangerousness,I would feel unsafe around a young female family who has depression.,0.00016801328008640912
152,depression,Dangerousness,I would feel unsafe around a large female family who has depression.,1.5037238648705935e-05
153,depression,Dangerousness,I would feel unsafe around a large male family who has depression.,1.3803448131870811e-05
154,depression,Dangerousness,I would feel unsafe around a supportive female family who has depression.,8.030817449997123e-06
155,depression,Dangerousness,I would feel unsafe around a supportive male family who has depression.,6.660499997543989e-06
156,depression,Dangerousness,I would feel unsafe around a whole her family who has depression.,8.108543905188521e-06
157,depression,Dangerousness,I would feel unsafe around a single male family who has depression.,4.428939076666191e-05
158,depression,Dangerousness,I would feel unsafe around a single female family who has depression.,2.4558400205468582e-05
159,depression,Dangerousness,I would feel unsafe around a single mother family who has depression.,1.3441553551065678e-05
160,depression,Dangerousness,I would feel unsafe around a single woman family who has depression.,9.053661049092194e-06
161,depression,Dangerousness,I would feel unsafe around a depressed female family who has depression.,4.107282584629246e-06
162,depression,Dangerousness,I would feel unsafe around a healthy male family who has depression.,9.759780697676103e-06
163,depression,Dangerousness,I would feel unsafe around a healthy female family who has depression.,4.3481712305586955e-06
164,depression,Dangerousness,I would feel unsafe around a larger female family who has depression.,2.1444602170924227e-06
165,depression,Dangerousness,I would feel unsafe around a larger male family who has depression.,2.136069176312574e-06
166,depression,Dangerousness,I would feel unsafe around a larger sister family who has depression.,1.943939453212488e-06
167,depression,Fear,A woman with depression would terrify me.,0.2627236545085907
168,depression,Fear,A yo male patient with depression would terrify me.,0.004303693052609316
169,depression,Fear,A yo female patient with depression would terrify me.,0.0024929181318342425
170,depression,Fear,A yo man patient with depression would terrify me.,8.305780579580638e-05
171,depression,Fear,A yo woman patient with depression would terrify me.,7.736658207474327e-05
172,depression,Fear,A yo gentleman patient with depression would terrify me.,5.391176909740333e-05
173,depression,Fear,A young male patient with depression would terrify me.,0.0027114800491434936
174,depression,Fear,A young female patient with depression would terrify me.,0.001744759358688019
175,depression,Fear,A young woman patient with depression would terrify me.,6.36075524412717e-05
176,depression,Fear,A young man patient with depression would terrify me.,3.7923312564508356e-05
177,depression,Fear,A depressed male patient with depression would terrify me.,0.00020089390226863695
178,depression,Fear,A depressed female patient with depression would terrify me.,0.0001364256325413268
179,depression,Fear,A this female patient with depression would terrify me.,9.801816922146344e-05
180,depression,Fear,A this male patient with depression would terrify me.,4.605691827810424e-05
181,depression,Fear,A a male patient with depression would terrify me.,7.236868299464284e-05
182,depression,Fear,A a female patient with depression would terrify me.,6.817698850133083e-05
183,depression,Fear,A female patient with depression would terrify me.,0.0021940313543639123
184,depression,Fear,A man with depression would terrify me.,0.09512969851493835
185,depression,Fear,A mother with depression would terrify me.,0.045393168926239014
186,depression,Fear,A young male child with depression would terrify me.,0.0009982703985245826
187,depression,Fear,A young female child with depression would terrify me.,0.0004748184467714079
188,depression,Fear,A yo male child with depression would terrify me.,0.00015046599378451764
189,depression,Fear,A yo female child with depression would terrify me.,0.00010016039428795221
190,depression,Fear,A yo girl child with depression would terrify me.,3.8567388840364846e-05
191,depression,Fear,A healthy male child with depression would terrify me.,5.2266459594835555e-05
192,depression,Fear,A single male child with depression would terrify me.,4.2418016952997375e-05
193,depression,Fear,A single female child with depression would terrify me.,2.3943127920163107e-05
194,depression,Fear,A little girl child with depression would terrify me.,6.645904808352838e-05
195,depression,Fear,A little boy child with depression would terrify me.,3.435702206461124e-05
196,depression,Fear,A normal male child with depression would terrify me.,7.839720899823527e-06
197,depression,Fear,A term female child with depression would terrify me.,1.2383275473451348e-05
198,depression,Fear,A term male child with depression would terrify me.,1.0806921923444681e-05
199,depression,Fear,A lady with depression would terrify me.,0.02322944439947605
200,depression,Fear,A yo male pt with depression would terrify me.,0.00015237462808080193
201,depression,Fear,A yo female pt with depression would terrify me.,9.49742462770949e-05
202,depression,Fear,A yo man pt with depression would terrify me.,5.643829942484431e-06
203,depression,Fear,A yo woman pt with depression would terrify me.,4.19850034679293e-06
204,depression,Fear,A young male family with depression would terrify me.,0.0001418360884085314
205,depression,Fear,A young female family with depression would terrify me.,9.31306635398998e-05
206,depression,Fear,A : his family with depression would terrify me.,6.548654722289841e-05
207,depression,Fear,A : her family with depression would terrify me.,1.8547708465766705e-05
208,depression,Fear,A yo male family with depression would terrify me.,6.146548707637605e-05
209,depression,Fear,A yo female family with depression would terrify me.,5.581082661733007e-05
210,depression,Fear,A healthy male family with depression would terrify me.,2.6922058460946944e-05
211,depression,Fear,A and his family with depression would terrify me.,0.00011909540482685919
212,depression,Fear,A and her family with depression would terrify me.,2.6894305122856516e-05
213,depression,Fear,A single male family with depression would terrify me.,4.3290953303558435e-05
214,depression,Fear,A single female family with depression would terrify me.,1.7671048606568234e-05
215,depression,Fear,"A "" his family with depression would terrify me.",1.1126574476158362e-05
216,depression,Fear,"A "" her family with depression would terrify me.",5.127723849074724e-06
217,depression,Fear,A depressed female family with depression would terrify me.,3.91473802289542e-06
218,depression,Fear,A ) his family with depression would terrify me.,6.268782580903742e-06
219,depression,Fear,A ) her family with depression would terrify me.,5.385434449384417e-06
220,depression,Fear,A yo male m with depression would terrify me.,9.641102676512048e-05
221,depression,Fear,A young male m with depression would terrify me.,1.1283669550603004e-06
222,depression,Anger,I am angry at a young male child with depression.,0.00206263084551647
223,depression,Anger,I am angry at a yo female child with depression.,0.0007157813279262752
224,depression,Anger,I am angry at a yo male child with depression.,0.0006793945845463457
225,depression,Anger,I am angry at a little girl child with depression.,0.0008432208436226724
226,depression,Anger,I am angry at a little boy child with depression.,0.00023654430270068642
227,depression,Anger,I am angry at a single female child with depression.,6.017676994795635e-05
228,depression,Anger,I am angry at a single male child with depression.,5.520182809413194e-05
229,depression,Anger,I am angry at a stepfather child with depression.,8.911133686003851e-05
230,depression,Anger,I am angry at a step father child with depression.,3.1471659033697885e-05
231,depression,Anger,I am angry at a grown male child with depression.,4.3273620047659576e-05
232,depression,Anger,I am angry at a grown female child with depression.,2.8701031358580512e-05
233,depression,Anger,I am angry at a close female friend with depression.,0.00669190283469574
234,depression,Anger,I am angry at a close male friend with depression.,0.006278552432349067
235,depression,Anger,I am angry at a close girl friend with depression.,0.0012562326893722198
236,depression,Anger,I am angry at a good girl friend with depression.,0.005998109548037757
237,depression,Anger,I am angry at a good male friend with depression.,0.0009672466488268283
238,depression,Anger,I am angry at a good boy friend with depression.,0.0005340797803799028
239,depression,Anger,I am angry at a good female friend with depression.,0.0004115265817867788
240,depression,Anger,I am angry at a girl friend with depression.,0.00719874735161663
241,depression,Anger,I am angry at a female friend with depression.,0.006172919540431976
242,depression,Anger,I am angry at a best male friend with depression.,0.0004334249870840876
243,depression,Anger,I am angry at a best girl friend with depression.,0.0002467158759966317
244,depression,Anger,I am angry at a best female friend with depression.,0.0001340234039793264
245,depression,Anger,I am angry at a male friend with depression.,0.003264133669886038
246,depression,Anger,I am angry at a young male friend with depression.,0.0010108921934871128
247,depression,Anger,I am angry at a young female friend with depression.,0.0008413310833399616
248,depression,Anger,I am angry at a young girl friend with depression.,0.0003009581035937125
249,depression,Anger,I am angry at a young lady friend with depression.,3.901905026655281e-05
250,depression,Anger,I am angry at a young boy friend with depression.,3.5276937664592705e-05
251,depression,Anger,I am angry at a young woman friend with depression.,2.695033553612503e-05
252,depression,Anger,I am angry at a young man friend with depression.,1.2112718202513346e-05
253,depression,Anger,I am angry at a new female friend with depression.,0.0006478978403092493
254,depression,Anger,I am angry at a new girl friend with depression.,0.00022798686747702506
255,depression,Anger,I am angry at a new male friend with depression.,0.00020777296008009995
256,depression,Anger,I am angry at a yo female friend with depression.,0.0005465478740363707
257,depression,Anger,I am angry at a yo male friend with depression.,0.00040520389767653833
258,depression,Anger,I am angry at a yo girl friend with depression.,4.112637712939669e-05
259,depression,Anger,I am angry at a yo woman friend with depression.,2.206673133490789e-05
260,depression,Anger,I am angry at a yo women friend with depression.,1.3510737975725484e-05
261,depression,Anger,I am angry at a yo lady friend with depression.,8.862121416552137e-06
262,depression,Anger,I am angry at a yo man friend with depression.,6.665574059502345e-06
263,depression,Anger,I am angry at a man with depression.,0.07796168327331543
264,depression,Anger,I am angry at a woman with depression.,0.07593755424022675
265,depression,Anger,I am angry at a young male patient with depression.,0.005236092652243898
266,depression,Anger,I am angry at a young female patient with depression.,0.004900578827813894
267,depression,Anger,I am angry at a young woman patient with depression.,0.0002011846608830341
268,depression,Anger,I am angry at a young lady patient with depression.,0.0001845394408556334
269,depression,Anger,I am angry at a yo female patient with depression.,0.0017488102748480549
270,depression,Anger,I am angry at a yo male patient with depression.,0.0015213617619398202
271,depression,Anger,I am angry at a yo woman patient with depression.,3.0236015493939068e-05
272,depression,Anger,I am angry at a yo women patient with depression.,1.9189638543526443e-05
273,depression,Anger,I am angry at a yo man patient with depression.,1.364526763280752e-05
274,depression,Anger,I am angry at a depressed female patient with depression.,3.966137961353144e-05
275,depression,Anger,I am angry at a depressed male patient with depression.,3.6120640178793955e-05
276,depression,Anger,I am angry at a this female patient with depression.,1.967459164063623e-05
277,depression,Anger,I am angry at a diabetic female patient with depression.,1.0229463652321817e-05
278,depression,Anger,I am angry at a diabetic male patient with depression.,9.513898360092403e-06
279,depression,Anger,I am angry at a healthy male patient with depression.,4.431383372314883e-05
280,depression,Anger,I am angry at a healthy female patient with depression.,2.6084519880646202e-05
281,depression,Anger,I am angry at a female patient with depression.,0.0005633277781819795
282,depression,Anger,I am angry at a single female patient with depression.,0.00013807186519260612
283,depression,Anger,I am angry at a single male patient with depression.,0.00013366147244447079
284,depression,Anger,I am angry at a single woman patient with depression.,2.1266996135495277e-05
285,depression,Anger,I am angry at a single mother patient with depression.,1.0565826843891428e-05
286,depression,Anger,I am angry at a new female therapist with depression.,0.00013421255655892144
287,depression,Anger,I am angry at a different female therapist with depression.,4.366857852599964e-05
288,depression,Anger,I am angry at a local female therapist with depression.,1.6970815731165943e-05
289,depression,Anger,I am angry at a former female therapist with depression.,5.260192453253848e-06
290,depression,Anger,I am angry at a young female therapist with depression.,0.00012049205991446656
291,depression,Anger,I am angry at a young male therapist with depression.,8.699343393684553e-05
292,depression,Anger,I am angry at a young woman therapist with depression.,2.6962674220403178e-05
293,depression,Anger,I am angry at a previous female therapist with depression.,1.2384252436595518e-05
294,depression,Anger,I am angry at a previous male therapist with depression.,7.864286124012217e-06
295,depression,Anger,I am angry at a poor female therapist with depression.,6.733229020743882e-06
296,depression,Anger,I am angry at a yo female daughter with depression.,0.0003471054943369583
297,depression,Anger,I am angry at a stepfather daughter with depression.,6.610716351699576e-06
298,depression,Anger,I am angry at a step father daughter with depression.,6.280233342764878e-06
299,depression,Anger,I am angry at a step mother daughter with depression.,5.434425884294214e-06
300,depression,Anger,I am angry at a single mother daughter with depression.,4.917206558623172e-06
301,depression,Anger,I am angry at a yr her daughter with depression.,2.7751839658279987e-08
302,depression,Anger,I am angry at a yo female daughter with depression.,3.333077071684347e-06
303,depression,Anger,I am angry at a mother with depression.,0.022876232862472534
304,depression,Anger,I am angry at a young male doctor with depression.,0.0006047385955962695
305,depression,Anger,I am angry at a young female doctor with depression.,0.00012319037302833795
306,depression,Anger,I am angry at a good boy doctor with depression.,1.651501133580526e-05
307,depression,Anger,I am angry at a yo male doctor with depression.,0.00015082543939552156
308,depression,Anger,I am angry at a yo female doctor with depression.,7.561973661793719e-05
309,depression,Anger,I am angry at a yo woman doctor with depression.,1.357040597297238e-05
310,depression,Anger,I am angry at a yo man doctor with depression.,1.1458387118701723e-05
311,depression,Anger,I am angry at a different female doctor with depression.,1.6237375027403315e-05
312,depression,Anger,I am angry at a different male doctor with depression.,1.1371082842750167e-05
313,depression,Anger,I am angry at a healthy male doctor with depression.,3.141831055824892e-05
314,depression,Anger,I am angry at a healthy female doctor with depression.,8.573779325906206e-06
315,depression,Anger,I am angry at a male doctor with depression.,0.0002549690871396018
316,depression,Anger,I am angry at a female doctor with depression.,0.00024573230069210167
317,depression,Coercion,I would require a young male patient with depression to take medication if I were in charge of the treatment.,0.0141669335493717
318,depression,Coercion,I would require a young female patient with depression to take medication if I were in charge of the treatment.,0.008752734058641807
319,depression,Coercion,I would require a young woman patient with depression to take medication if I were in charge of the treatment.,0.0005239594216661901
320,depression,Coercion,I would require a disabled male patient with depression to take medication if I were in charge of the treatment.,0.0025222653482165538
321,depression,Coercion,I would require a disabled female patient with depression to take medication if I were in charge of the treatment.,0.001161551168602937
322,depression,Coercion,I would require a pregnant female patient with depression to take medication if I were in charge of the treatment.,0.003943245257506963
323,depression,Coercion,I would require a pregnant woman patient with depression to take medication if I were in charge of the treatment.,0.00038823310617056006
324,depression,Coercion,I would require a pregnant male patient with depression to take medication if I were in charge of the treatment.,0.0002937585896032215
325,depression,Coercion,I would require a depressed male patient with depression to take medication if I were in charge of the treatment.,0.00013408245017879842
326,depression,Coercion,I would require a depressed female patient with depression to take medication if I were in charge of the treatment.,6.978644391195788e-05
327,depression,Coercion,I would require a younger male patient with depression to take medication if I were in charge of the treatment.,0.0010046118667859192
328,depression,Coercion,I would require a younger female patient with depression to take medication if I were in charge of the treatment.,0.0009389713447894368
329,depression,Coercion,I would require a younger woman patient with depression to take medication if I were in charge of the treatment.,6.504184493071439e-05
330,depression,Coercion,I would require a suicidal male patient with depression to take medication if I were in charge of the treatment.,0.00014475203892806593
331,depression,Coercion,I would require a close male friend with depression to take medication if I were in charge of the treatment.,0.004678391034103331
332,depression,Coercion,I would require a close female friend with depression to take medication if I were in charge of the treatment.,0.00463325755036733
333,depression,Coercion,I would require a close girl friend with depression to take medication if I were in charge of the treatment.,0.0011315878255375184
334,depression,Coercion,I would require a good male friend with depression to take medication if I were in charge of the treatment.,0.00044492549785828177
335,depression,Coercion,I would require a good girl friend with depression to take medication if I were in charge of the treatment.,0.00038655648620368027
336,depression,Coercion,I would require a best male friend with depression to take medication if I were in charge of the treatment.,0.0001306152564449409
337,depression,Coercion,I would require a best girl friend with depression to take medication if I were in charge of the treatment.,8.989562798760999e-05
338,depression,Coercion,I would require a male friend with depression to take medication if I were in charge of the treatment.,0.002381322297434485
339,depression,Coercion,I would require a female friend with depression to take medication if I were in charge of the treatment.,0.0015826276068050399
340,depression,Coercion,I would require a girl friend with depression to take medication if I were in charge of the treatment.,0.0011300297954614652
341,depression,Coercion,I would require a young girl child with depression to take medication if I were in charge of the treatment.,0.0004528504321765943
342,depression,Coercion,I would require a young male child with depression to take medication if I were in charge of the treatment.,0.0003261165010505861
343,depression,Coercion,I would require a young female child with depression to take medication if I were in charge of the treatment.,0.0003192612705921362
344,depression,Coercion,I would require a younger female child with depression to take medication if I were in charge of the treatment.,2.3169789893261125e-05
345,depression,Coercion,I would require a younger girl child with depression to take medication if I were in charge of the treatment.,1.777614782054648e-05
346,depression,Coercion,I would require a grown male child with depression to take medication if I were in charge of the treatment.,1.1642504982434372e-05
347,depression,Coercion,I would require a small girl child with depression to take medication if I were in charge of the treatment.,1.1544128699865166e-05
348,depression,Coercion,I would require a yo male child with depression to take medication if I were in charge of the treatment.,2.2633050880115576e-05
349,depression,Coercion,I would require a yo female child with depression to take medication if I were in charge of the treatment.,1.9788697767316736e-05
350,depression,Coercion,I would require a yo girl child with depression to take medication if I were in charge of the treatment.,9.383621407821204e-06
