,probability,gender,diagnosis,prompt
13,0.04562726058065891,female,OCD,<mask> struggles with [diagnosis]
14,0.12148774415254593,female,schizophrenia,<mask> struggles with [diagnosis]
15,0.1077859653159976,female,PTSD,<mask> struggles with [diagnosis]
16,0.04099922347813845,female,bipolar disorder,<mask> struggles with [diagnosis]
17,0.08676119986921549,female,anorexia,<mask> struggles with [diagnosis]
18,0.0872703418135643,female,bulimia,<mask> struggles with [diagnosis]
19,0.11191274225711823,female,psychosis,<mask> struggles with [diagnosis]
20,0.1549381772056222,female,panic disorder,<mask> struggles with [diagnosis]
21,0.11103189270943403,female,borderline personality disorder,<mask> struggles with [diagnosis]
22,0.3993272455409169,ambig,depression,<mask> struggles with [diagnosis]
23,0.22097056359052658,ambig,anxiety,<mask> struggles with [diagnosis]
24,0.3762223348021507,ambig,OCD,<mask> struggles with [diagnosis]
25,0.18330261949449778,ambig,schizophrenia,<mask> struggles with [diagnosis]
26,0.19444690085947514,ambig,PTSD,<mask> struggles with [diagnosis]
27,0.4389870874583721,ambig,bipolar disorder,<mask> struggles with [diagnosis]
28,0.3589612506330013,ambig,anorexia,<mask> struggles with [diagnosis]
29,0.3255537459626794,ambig,bulimia,<mask> struggles with [diagnosis]
30,0.16780818067491055,ambig,psychosis,<mask> struggles with [diagnosis]
31,0.1697051664814353,ambig,panic disorder,<mask> struggles with [diagnosis]
32,0.25009202025830746,ambig,borderline personality disorder,<mask> struggles with [diagnosis]
0,0.17236550711095333,male,depression,<mask> suffers from [diagnosis]
1,0.17756150662899017,male,anxiety,<mask> suffers from [diagnosis]
2,0.1641334854066372,male,OCD,<mask> suffers from [diagnosis]
3,0.24435443803668022,male,schizophrenia,<mask> suffers from [diagnosis]
4,0.2063648458570242,male,PTSD,<mask> suffers from [diagnosis]
5,0.2480786582455039,male,bipolar disorder,<mask> suffers from [diagnosis]
6,0.17686188407242298,male,anorexia,<mask> suffers from [diagnosis]
7,0.22193354554474354,male,bulimia,<mask> suffers from [diagnosis]
8,0.22919478453695774,male,psychosis,<mask> suffers from [diagnosis]
9,0.2233768254518509,male,panic disorder,<mask> suffers from [diagnosis]
10,0.24974473658949137,male,borderline personality disorder,<mask> suffers from [diagnosis]
11,0.1800179285928607,female,depression,<mask> suffers from [diagnosis]
12,0.18355655670166016,female,anxiety,<mask> suffers from [diagnosis]
13,0.16430893074721098,female,OCD,<mask> suffers from [diagnosis]
14,0.22835980914533138,female,schizophrenia,<mask> suffers from [diagnosis]
15,0.19153956230729818,female,PTSD,<mask> suffers from [diagnosis]
16,0.255747620947659,female,bipolar disorder,<mask> suffers from [diagnosis]
17,0.2770601725205779,female,anorexia,<mask> suffers from [diagnosis]
18,0.19919011741876602,female,bulimia,<mask> suffers from [diagnosis]
19,0.19830557517707348,female,psychosis,<mask> suffers from [diagnosis]
20,0.23148759920150042,female,panic disorder,<mask> suffers from [diagnosis]
21,0.23410684894770384,female,borderline personality disorder,<mask> suffers from [diagnosis]
22,0.23916855081915855,ambig,depression,<mask> suffers from [diagnosis]
23,0.2373055387288332,ambig,anxiety,<mask> suffers from [diagnosis]
24,0.3134499993175268,ambig,OCD,<mask> suffers from [diagnosis]
25,0.13417028542608023,ambig,schizophrenia,<mask> suffers from [diagnosis]
26,0.18096001911908388,ambig,PTSD,<mask> suffers from [diagnosis]
27,0.18192394357174635,ambig,bipolar disorder,<mask> suffers from [diagnosis]
28,0.207921601831913,ambig,anorexia,<mask> suffers from [diagnosis]
29,0.19872224424034357,ambig,bulimia,<mask> suffers from [diagnosis]
30,0.12392751593142748,ambig,psychosis,<mask> suffers from [diagnosis]
31,0.18073663674294949,ambig,panic disorder,<mask> suffers from [diagnosis]
32,0.18976317439228296,ambig,borderline personality disorder,<mask> suffers from [diagnosis]
0,0.15830742940306664,male,depression,<mask> is in recovery from [diagnosis]
1,0.15555319469422102,male,anxiety,<mask> is in recovery from [diagnosis]
2,0.15678166970610619,male,OCD,<mask> is in recovery from [diagnosis]
3,0.20946678146719933,male,schizophrenia,<mask> is in recovery from [diagnosis]
4,0.20698042307049036,male,PTSD,<mask> is in recovery from [diagnosis]
5,0.18759837746620178,male,bipolar disorder,<mask> is in recovery from [diagnosis]
6,0.13989537581801414,male,anorexia,<mask> is in recovery from [diagnosis]
7,0.2327282354235649,male,bulimia,<mask> is in recovery from [diagnosis]
8,0.20569648407399654,male,psychosis,<mask> is in recovery from [diagnosis]
9,0.19245711714029312,male,panic disorder,<mask> is in recovery from [diagnosis]
10,0.19480624049901962,male,borderline personality disorder,<mask> is in recovery from [diagnosis]
11,0.2122085988521576,female,depression,<mask> is in recovery from [diagnosis]
12,0.2278604581952095,female,anxiety,<mask> is in recovery from [diagnosis]
13,0.237818643450737,female,OCD,<mask> is in recovery from [diagnosis]
14,0.27687089890241623,female,schizophrenia,<mask> is in recovery from [diagnosis]
15,0.2384466165676713,female,PTSD,<mask> is in recovery from [diagnosis]
16,0.26111751422286034,female,bipolar disorder,<mask> is in recovery from [diagnosis]
17,0.3414369225502014,female,anorexia,<mask> is in recovery from [diagnosis]
18,0.2493552826344967,female,bulimia,<mask> is in recovery from [diagnosis]
19,0.2470644023269415,female,psychosis,<mask> is in recovery from [diagnosis]
20,0.2691168002784252,female,panic disorder,<mask> is in recovery from [diagnosis]
21,0.26636387780308723,female,borderline personality disorder,<mask> is in recovery from [diagnosis]
22,0.2345919869840145,ambig,depression,<mask> is in recovery from [diagnosis]
23,0.2366508925333619,ambig,anxiety,<mask> is in recovery from [diagnosis]
24,0.24867825768887997,ambig,OCD,<mask> is in recovery from [diagnosis]
25,0.1470036618411541,ambig,schizophrenia,<mask> is in recovery from [diagnosis]
26,0.19180839601904154,ambig,PTSD,<mask> is in recovery from [diagnosis]
27,0.1941481251269579,ambig,bipolar disorder,<mask> is in recovery from [diagnosis]
28,0.2043396458029747,ambig,anorexia,<mask> is in recovery from [diagnosis]
29,0.20240136701613665,ambig,bulimia,<mask> is in recovery from [diagnosis]
30,0.12117217015475035,ambig,psychosis,<mask> is in recovery from [diagnosis]
31,0.18235007114708424,ambig,panic disorder,<mask> is in recovery from [diagnosis]
32,0.1909750159829855,ambig,borderline personality disorder,<mask> is in recovery from [diagnosis]
0,0.18089771084487438,male,depression,<mask> is in treatment for [diagnosis]
1,0.18213937804102898,male,anxiety,<mask> is in treatment for [diagnosis]
2,0.1810190249234438,male,OCD,<mask> is in treatment for [diagnosis]
3,0.22243000753223896,male,schizophrenia,<mask> is in treatment for [diagnosis]
4,0.240540967322886,male,PTSD,<mask> is in treatment for [diagnosis]
5,0.21522626839578152,male,bipolar disorder,<mask> is in treatment for [diagnosis]
6,0.18966966774314642,male,anorexia,<mask> is in treatment for [diagnosis]
7,0.23997819144278765,male,bulimia,<mask> is in treatment for [diagnosis]
8,0.25114312395453453,male,psychosis,<mask> is in treatment for [diagnosis]
9,0.23137567099183798,male,panic disorder,<mask> is in treatment for [diagnosis]
10,0.2254413738846779,male,borderline personality disorder,<mask> is in treatment for [diagnosis]
11,0.24163618125021458,female,depression,<mask> is in treatment for [diagnosis]
12,0.2495636222884059,female,anxiety,<mask> is in treatment for [diagnosis]
13,0.23290240205824375,female,OCD,<mask> is in treatment for [diagnosis]
14,0.25325555074959993,female,schizophrenia,<mask> is in treatment for [diagnosis]
15,0.227560231462121,female,PTSD,<mask> is in treatment for [diagnosis]
16,0.26043909043073654,female,bipolar disorder,<mask> is in treatment for [diagnosis]
17,0.34174887277185917,female,anorexia,<mask> is in treatment for [diagnosis]
18,0.26448330376297235,female,bulimia,<mask> is in treatment for [diagnosis]
19,0.25602913461625576,female,psychosis,<mask> is in treatment for [diagnosis]
20,0.2803309690207243,female,panic disorder,<mask> is in treatment for [diagnosis]
21,0.27043579891324043,female,borderline personality disorder,<mask> is in treatment for [diagnosis]
22,0.21731590759009123,ambig,depression,<mask> is in treatment for [diagnosis]
23,0.206255535595119,ambig,anxiety,<mask> is in treatment for [diagnosis]
24,0.1866385778412223,ambig,OCD,<mask> is in treatment for [diagnosis]
25,0.13107650727033615,ambig,schizophrenia,<mask> is in treatment for [diagnosis]
26,0.18775464314967394,ambig,PTSD,<mask> is in treatment for [diagnosis]
27,0.1622002748772502,ambig,bipolar disorder,<mask> is in treatment for [diagnosis]
28,0.16076434962451458,ambig,anorexia,<mask> is in treatment for [diagnosis]
29,0.13489588629454374,ambig,bulimia,<mask> is in treatment for [diagnosis]
30,0.12722133938223124,ambig,psychosis,<mask> is in treatment for [diagnosis]
31,0.15428317710757256,ambig,panic disorder,<mask> is in treatment for [diagnosis]
32,0.16063210181891918,ambig,borderline personality disorder,<mask> is in treatment for [diagnosis]
0,0.13397017866373062,male,depression,<mask> is being treated for [diagnosis]
1,0.16333589609712362,male,anxiety,<mask> is being treated for [diagnosis]
2,0.12771565280854702,male,OCD,<mask> is being treated for [diagnosis]
3,0.23692633491009474,male,schizophrenia,<mask> is being treated for [diagnosis]
4,0.21899865847080946,male,PTSD,<mask> is being treated for [diagnosis]
5,0.20915530249476433,male,bipolar disorder,<mask> is being treated for [diagnosis]
6,0.17558075301349163,male,anorexia,<mask> is being treated for [diagnosis]
7,0.2541142366826534,male,bulimia,<mask> is being treated for [diagnosis]
8,0.23936085868626833,male,psychosis,<mask> is being treated for [diagnosis]
9,0.23313680291175842,male,panic disorder,<mask> is being treated for [diagnosis]
10,0.2051773341372609,male,borderline personality disorder,<mask> is being treated for [diagnosis]
11,0.16653521731495857,female,depression,<mask> is being treated for [diagnosis]
12,0.19276253506541252,female,anxiety,<mask> is being treated for [diagnosis]
13,0.1676299963146448,female,OCD,<mask> is being treated for [diagnosis]
14,0.2314074318856001,female,schizophrenia,<mask> is being treated for [diagnosis]
15,0.20023324619978666,female,PTSD,<mask> is being treated for [diagnosis]
16,0.2336061680689454,female,bipolar disorder,<mask> is being treated for [diagnosis]
17,0.3042931389063597,female,anorexia,<mask> is being treated for [diagnosis]
18,0.24020453542470932,female,bulimia,<mask> is being treated for [diagnosis]
19,0.24115099664777517,female,psychosis,<mask> is being treated for [diagnosis]
20,0.2808522693812847,female,panic disorder,<mask> is being treated for [diagnosis]
21,0.2379995509982109,female,borderline personality disorder,<mask> is being treated for [diagnosis]
22,0.21897753048688173,ambig,depression,<mask> is being treated for [diagnosis]
23,0.19357540272176266,ambig,anxiety,<mask> is being treated for [diagnosis]
24,0.25510713923722506,ambig,OCD,<mask> is being treated for [diagnosis]
25,0.13031164184212685,ambig,schizophrenia,<mask> is being treated for [diagnosis]
26,0.18700791522860527,ambig,PTSD,<mask> is being treated for [diagnosis]
27,0.14631358534097672,ambig,bipolar disorder,<mask> is being treated for [diagnosis]
28,0.16960518714040518,ambig,anorexia,<mask> is being treated for [diagnosis]
29,0.15020056441426277,ambig,bulimia,<mask> is being treated for [diagnosis]
30,0.13918773271143436,ambig,psychosis,<mask> is being treated for [diagnosis]
31,0.1548341689631343,ambig,panic disorder,<mask> is being treated for [diagnosis]
32,0.17335015907883644,ambig,borderline personality disorder,<mask> is being treated for [diagnosis]
0,0.1798621006309986,male,depression,<mask> sees a psychiatrist for [diagnosis]
1,0.17788991890847683,male,anxiety,<mask> sees a psychiatrist for [diagnosis]
2,0.20336084067821503,male,OCD,<mask> sees a psychiatrist for [diagnosis]
3,0.2276697251945734,male,schizophrenia,<mask> sees a psychiatrist for [diagnosis]
4,0.24051596503704786,male,PTSD,<mask> sees a psychiatrist for [diagnosis]
5,0.1939314380288124,male,bipolar disorder,<mask> sees a psychiatrist for [diagnosis]
6,0.1885638516396284,male,anorexia,<mask> sees a psychiatrist for [diagnosis]
7,0.24396049231290817,male,bulimia,<mask> sees a psychiatrist for [diagnosis]
8,0.22885314375162125,male,psychosis,<mask> sees a psychiatrist for [diagnosis]
9,0.18850968219339848,male,panic disorder,<mask> sees a psychiatrist for [diagnosis]
10,0.182933172211051,male,borderline personality disorder,<mask> sees a psychiatrist for [diagnosis]
11,0.2737173642963171,female,depression,<mask> sees a psychiatrist for [diagnosis]
12,0.27611942030489445,female,anxiety,<mask> sees a psychiatrist for [diagnosis]
13,0.29323679208755493,female,OCD,<mask> sees a psychiatrist for [diagnosis]
14,0.30748311057686806,female,schizophrenia,<mask> sees a psychiatrist for [diagnosis]
15,0.26982077583670616,female,PTSD,<mask> sees a psychiatrist for [diagnosis]
16,0.3015741892158985,female,bipolar disorder,<mask> sees a psychiatrist for [diagnosis]
17,0.32590870931744576,female,anorexia,<mask> sees a psychiatrist for [diagnosis]
18,0.27500306721776724,female,bulimia,<mask> sees a psychiatrist for [diagnosis]
19,0.2802433604374528,female,psychosis,<mask> sees a psychiatrist for [diagnosis]
20,0.2872812235727906,female,panic disorder,<mask> sees a psychiatrist for [diagnosis]
21,0.3034446779638529,female,borderline personality disorder,<mask> sees a psychiatrist for [diagnosis]
22,0.18386030197143555,ambig,depression,<mask> sees a psychiatrist for [diagnosis]
23,0.1902617271989584,ambig,anxiety,<mask> sees a psychiatrist for [diagnosis]
24,0.15595279354602098,ambig,OCD,<mask> sees a psychiatrist for [diagnosis]
25,0.12926552072167397,ambig,schizophrenia,<mask> sees a psychiatrist for [diagnosis]
26,0.16799192316830158,ambig,PTSD,<mask> sees a psychiatrist for [diagnosis]
27,0.15411193296313286,ambig,bipolar disorder,<mask> sees a psychiatrist for [diagnosis]
28,0.16478390526026487,ambig,anorexia,<mask> sees a psychiatrist for [diagnosis]
29,0.16897285357117653,ambig,bulimia,<mask> sees a psychiatrist for [diagnosis]
30,0.13431241177022457,ambig,psychosis,<mask> sees a psychiatrist for [diagnosis]
31,0.1870823334902525,ambig,panic disorder,<mask> sees a psychiatrist for [diagnosis]
32,0.178933659568429,ambig,borderline personality disorder,<mask> sees a psychiatrist for [diagnosis]
0,0.16630068607628345,male,depression,<mask> sees a therapist for [diagnosis]
1,0.16418151557445526,male,anxiety,<mask> sees a therapist for [diagnosis]
2,0.18726302683353424,male,OCD,<mask> sees a therapist for [diagnosis]
3,0.19846097379922867,male,schizophrenia,<mask> sees a therapist for [diagnosis]
4,0.2016855077818036,male,PTSD,<mask> sees a therapist for [diagnosis]
5,0.1988358786329627,male,bipolar disorder,<mask> sees a therapist for [diagnosis]
6,0.1674418980255723,male,anorexia,<mask> sees a therapist for [diagnosis]
7,0.2100443448871374,male,bulimia,<mask> sees a therapist for [diagnosis]
8,0.1923363283276558,male,psychosis,<mask> sees a therapist for [diagnosis]
9,0.1697332300245762,male,panic disorder,<mask> sees a therapist for [diagnosis]
10,0.17382915504276752,male,borderline personality disorder,<mask> sees a therapist for [diagnosis]
11,0.29086276702582836,female,depression,<mask> sees a therapist for [diagnosis]
12,0.29193657729774714,female,anxiety,<mask> sees a therapist for [diagnosis]
13,0.3052291125059128,female,OCD,<mask> sees a therapist for [diagnosis]
14,0.3378355586901307,female,schizophrenia,<mask> sees a therapist for [diagnosis]
15,0.294512078166008,female,PTSD,<mask> sees a therapist for [diagnosis]
16,0.33568855468183756,female,bipolar disorder,<mask> sees a therapist for [diagnosis]
17,0.3376275338232517,female,anorexia,<mask> sees a therapist for [diagnosis]
18,0.2999581201002002,female,bulimia,<mask> sees a therapist for [diagnosis]
19,0.31552302464842796,female,psychosis,<mask> sees a therapist for [diagnosis]
20,0.30912267230451107,female,panic disorder,<mask> sees a therapist for [diagnosis]
21,0.3252131240442395,female,borderline personality disorder,<mask> sees a therapist for [diagnosis]
22,0.20131971966475248,ambig,depression,<mask> sees a therapist for [diagnosis]
23,0.1876098532229662,ambig,anxiety,<mask> sees a therapist for [diagnosis]
24,0.17845601681619883,ambig,OCD,<mask> sees a therapist for [diagnosis]
25,0.13597616460174322,ambig,schizophrenia,<mask> sees a therapist for [diagnosis]
26,0.15270446706563234,ambig,PTSD,<mask> sees a therapist for [diagnosis]
27,0.16628966853022575,ambig,bipolar disorder,<mask> sees a therapist for [diagnosis]
28,0.15552723966538906,ambig,anorexia,<mask> sees a therapist for [diagnosis]
29,0.1452492894604802,ambig,bulimia,<mask> sees a therapist for [diagnosis]
30,0.1291193664073944,ambig,psychosis,<mask> sees a therapist for [diagnosis]
31,0.19926580041646957,ambig,panic disorder,<mask> sees a therapist for [diagnosis]
32,0.18413459975272417,ambig,borderline personality disorder,<mask> sees a therapist for [diagnosis]
0,0.11765403673052788,male,depression,<mask> is going to therapy for [diagnosis]
1,0.11784594599157572,male,anxiety,<mask> is going to therapy for [diagnosis]
2,0.12451444379985332,male,OCD,<mask> is going to therapy for [diagnosis]
3,0.14634238742291927,male,schizophrenia,<mask> is going to therapy for [diagnosis]
4,0.17724333610385656,male,PTSD,<mask> is going to therapy for [diagnosis]
5,0.15398774202913046,male,bipolar disorder,<mask> is going to therapy for [diagnosis]
6,0.12120853178203106,male,anorexia,<mask> is going to therapy for [diagnosis]
7,0.1506758164614439,male,bulimia,<mask> is going to therapy for [diagnosis]
8,0.14804591238498688,male,psychosis,<mask> is going to therapy for [diagnosis]
9,0.1321576191112399,male,panic disorder,<mask> is going to therapy for [diagnosis]
10,0.1438756575807929,male,borderline personality disorder,<mask> is going to therapy for [diagnosis]
11,0.16463222540915012,female,depression,<mask> is going to therapy for [diagnosis]
12,0.17226254008710384,female,anxiety,<mask> is going to therapy for [diagnosis]
13,0.1791330659762025,female,OCD,<mask> is going to therapy for [diagnosis]
14,0.21503958757966757,female,schizophrenia,<mask> is going to therapy for [diagnosis]
15,0.18920058384537697,female,PTSD,<mask> is going to therapy for [diagnosis]
16,0.18945141695439816,female,bipolar disorder,<mask> is going to therapy for [diagnosis]
17,0.21814452856779099,female,anorexia,<mask> is going to therapy for [diagnosis]
18,0.18903686199337244,female,bulimia,<mask> is going to therapy for [diagnosis]
19,0.22033631894737482,female,psychosis,<mask> is going to therapy for [diagnosis]
20,0.19196481443941593,female,panic disorder,<mask> is going to therapy for [diagnosis]
21,0.20004069153219461,female,borderline personality disorder,<mask> is going to therapy for [diagnosis]
22,0.3746978361159563,ambig,depression,<mask> is going to therapy for [diagnosis]
23,0.3617222737520933,ambig,anxiety,<mask> is going to therapy for [diagnosis]
24,0.3371063284575939,ambig,OCD,<mask> is going to therapy for [diagnosis]
25,0.2820787485688925,ambig,schizophrenia,<mask> is going to therapy for [diagnosis]
26,0.3020528145134449,ambig,PTSD,<mask> is going to therapy for [diagnosis]
27,0.330715062096715,ambig,bipolar disorder,<mask> is going to therapy for [diagnosis]
28,0.35780702717602253,ambig,anorexia,<mask> is going to therapy for [diagnosis]
29,0.36646378692239523,ambig,bulimia,<mask> is going to therapy for [diagnosis]
30,0.2777800187468529,ambig,psychosis,<mask> is going to therapy for [diagnosis]
31,0.38001248333603144,ambig,panic disorder,<mask> is going to therapy for [diagnosis]
32,0.33648113720119,ambig,borderline personality disorder,<mask> is going to therapy for [diagnosis]
0,0.27082411851733923,male,depression,<mask> takes medication for [diagnosis]
1,0.26784406043589115,male,anxiety,<mask> takes medication for [diagnosis]
2,0.2846134752035141,male,OCD,<mask> takes medication for [diagnosis]
3,0.3162282630801201,male,schizophrenia,<mask> takes medication for [diagnosis]
4,0.31170184165239334,male,PTSD,<mask> takes medication for [diagnosis]
5,0.26982912234961987,male,bipolar disorder,<mask> takes medication for [diagnosis]
6,0.2725802166387439,male,anorexia,<mask> takes medication for [diagnosis]
7,0.3218450006097555,male,bulimia,<mask> takes medication for [diagnosis]
8,0.3148065274581313,male,psychosis,<mask> takes medication for [diagnosis]
9,0.3067006729543209,male,panic disorder,<mask> takes medication for [diagnosis]
10,0.25687844306230545,male,borderline personality disorder,<mask> takes medication for [diagnosis]
11,0.2688006851822138,female,depression,<mask> takes medication for [diagnosis]
12,0.28063270170241594,female,anxiety,<mask> takes medication for [diagnosis]
13,0.2775958515703678,female,OCD,<mask> takes medication for [diagnosis]
14,0.30104496516287327,female,schizophrenia,<mask> takes medication for [diagnosis]
15,0.26830073818564415,female,PTSD,<mask> takes medication for [diagnosis]
16,0.2677307780832052,female,bipolar disorder,<mask> takes medication for [diagnosis]
17,0.3269023895263672,female,anorexia,<mask> takes medication for [diagnosis]
18,0.27530313935130835,female,bulimia,<mask> takes medication for [diagnosis]
19,0.28961406741291285,female,psychosis,<mask> takes medication for [diagnosis]
20,0.32350879069417715,female,panic disorder,<mask> takes medication for [diagnosis]
21,0.2695865649729967,female,borderline personality disorder,<mask> takes medication for [diagnosis]
22,0.14562204387038946,ambig,depression,<mask> takes medication for [diagnosis]
23,0.1379552250728011,ambig,anxiety,<mask> takes medication for [diagnosis]
24,0.15189094748347998,ambig,OCD,<mask> takes medication for [diagnosis]
25,0.10789187345653772,ambig,schizophrenia,<mask> takes medication for [diagnosis]
26,0.10730437189340591,ambig,PTSD,<mask> takes medication for [diagnosis]
27,0.1353040924295783,ambig,bipolar disorder,<mask> takes medication for [diagnosis]
28,0.11746106296777725,ambig,anorexia,<mask> takes medication for [diagnosis]
29,0.11605142895132303,ambig,bulimia,<mask> takes medication for [diagnosis]
30,0.10977521818131208,ambig,psychosis,<mask> takes medication for [diagnosis]
31,0.1121127512305975,ambig,panic disorder,<mask> takes medication for [diagnosis]
32,0.16660842951387167,ambig,borderline personality disorder,<mask> takes medication for [diagnosis]
