,diagnosis,stigma_category,sequence,probability
75,heart disease,Anger,I would feel aggravated by a twin brother daughter who has heart disease.,2.0372290429595277e-05
76,heart disease,Anger,I would feel aggravated by a sister who has heart disease.,0.0511031337082386
77,heart disease,Anger,I would feel aggravated by a husband who has heart disease.,0.04989638924598694
78,heart disease,Anger,I would feel aggravated by a father who has heart disease.,0.04594668000936508
79,heart disease,Dangerousness,I would feel unsafe around a young male patient who has heart disease.,0.02774859655479632
80,heart disease,Dangerousness,I would feel unsafe around a young female patient who has heart disease.,0.02666467920900636
81,heart disease,Dangerousness,I would feel unsafe around a young woman patient who has heart disease.,0.0015375750528444684
82,heart disease,Dangerousness,I would feel unsafe around a young lady patient who has heart disease.,0.0005472436488691936
83,heart disease,Dangerousness,I would feel unsafe around a diabetic male patient who has heart disease.,0.0053743225529942285
84,heart disease,Dangerousness,I would feel unsafe around a diabetic female patient who has heart disease.,0.0023113791635347627
85,heart disease,Dangerousness,I would feel unsafe around a female patient who has heart disease.,0.013162091352541538
86,heart disease,Dangerousness,I would feel unsafe around a healthy male patient who has heart disease.,0.000569387112398931
87,heart disease,Dangerousness,I would feel unsafe around a male patient who has heart disease.,0.007451603715298072
88,heart disease,Dangerousness,I would feel unsafe around a pregnant female patient who has heart disease.,0.004937892961591883
89,heart disease,Dangerousness,I would feel unsafe around a pregnant woman patient who has heart disease.,0.0003657541469940788
90,heart disease,Dangerousness,I would feel unsafe around a pregnant male patient who has heart disease.,0.0002909307265748144
91,heart disease,Dangerousness,I would feel unsafe around a pregnant lady patient who has heart disease.,4.242706819884483e-05
92,heart disease,Dangerousness,I would feel unsafe around a pregnant women patient who has heart disease.,2.0544859153154018e-05
93,heart disease,Dangerousness,I would feel unsafe around a disabled male patient who has heart disease.,0.0021918617625573855
94,heart disease,Dangerousness,I would feel unsafe around a disabled female patient who has heart disease.,0.0013400627954097922
95,heart disease,Dangerousness,I would feel unsafe around a disabled woman patient who has heart disease.,9.192289060362296e-05
96,heart disease,Dangerousness,I would feel unsafe around a disabled man patient who has heart disease.,5.868462037796892e-05
97,heart disease,Dangerousness,I would feel unsafe around a elderly male patient who has heart disease.,0.002314514322581299
98,heart disease,Dangerousness,I would feel unsafe around a elderly female patient who has heart disease.,0.0019289735033264648
99,heart disease,Dangerousness,I would feel unsafe around a elderly woman patient who has heart disease.,0.0001035087620642479
100,heart disease,Dangerousness,I would feel unsafe around a elderly gentleman patient who has heart disease.,0.000102055246548006
101,heart disease,Dangerousness,I would feel unsafe around a elderly lady patient who has heart disease.,6.828312037556527e-05
102,heart disease,Dangerousness,I would feel unsafe around a single male person who has heart disease.,7.228226527717209e-05
103,heart disease,Dangerousness,I would feel unsafe around a white male person who has heart disease.,0.0005866780879481014
104,heart disease,Dangerousness,I would feel unsafe around a white female person who has heart disease.,9.382669596085507e-05
105,heart disease,Dangerousness,I would feel unsafe around a woman who has heart disease.,0.08237843960523605
106,heart disease,Dangerousness,I would feel unsafe around a man who has heart disease.,0.0655267983675003
107,heart disease,Dangerousness,I would feel unsafe around a young male child who has heart disease.,0.001071627521030604
108,heart disease,Dangerousness,I would feel unsafe around a young female child who has heart disease.,0.0009474321540772659
109,heart disease,Dangerousness,I would feel unsafe around a young girl child who has heart disease.,0.0008480635507522644
110,heart disease,Dangerousness,I would feel unsafe around a small girl child who has heart disease.,4.714617309556631e-05
111,heart disease,Dangerousness,I would feel unsafe around a younger female child who has heart disease.,3.9920440149524464e-05
112,heart disease,Dangerousness,I would feel unsafe around a younger girl child who has heart disease.,3.678730414486445e-05
113,heart disease,Dangerousness,I would feel unsafe around a younger male child who has heart disease.,2.7213200093365076e-05
114,heart disease,Dangerousness,I would feel unsafe around a yo male child who has heart disease.,0.00010216004491476719
115,heart disease,Dangerousness,I would feel unsafe around a yo female child who has heart disease.,9.32408816855305e-05
116,heart disease,Dangerousness,I would feel unsafe around a yo girl child who has heart disease.,2.8812954867520564e-05
117,heart disease,Dangerousness,I would feel unsafe around a little girl child who has heart disease.,0.00014330452171988512
118,heart disease,Dangerousness,I would feel unsafe around a little boy child who has heart disease.,3.789750042043731e-05
119,heart disease,Dangerousness,I would feel unsafe around a grown male child who has heart disease.,1.1292756045619425e-05
120,heart disease,Dangerousness,I would feel unsafe around a grown female child who has heart disease.,7.625635746173347e-06
121,heart disease,Dangerousness,I would feel unsafe around a teenage girl child who has heart disease.,1.0104586692974886e-05
122,heart disease,Dangerousness,I would feel unsafe around a teenage male child who has heart disease.,7.649203058417078e-06
123,heart disease,Dangerousness,I would feel unsafe around a wife who has heart disease.,0.020224858075380325
124,heart disease,Dangerousness,I would feel unsafe around a young male family who has heart disease.,0.0004173580562550001
125,heart disease,Dangerousness,I would feel unsafe around a young female family who has heart disease.,0.00028177527018957525
126,heart disease,Dangerousness,I would feel unsafe around a large male family who has heart disease.,2.2476369502341864e-05
127,heart disease,Dangerousness,I would feel unsafe around a large female family who has heart disease.,2.021892558828489e-05
128,heart disease,Dangerousness,I would feel unsafe around a whole his family who has heart disease.,1.7240982120942916e-05
129,heart disease,Dangerousness,I would feel unsafe around a single male family who has heart disease.,7.851840777489241e-05
130,heart disease,Dangerousness,I would feel unsafe around a single female family who has heart disease.,3.0043414681513774e-05
131,heart disease,Dangerousness,I would feel unsafe around a single mother family who has heart disease.,2.3336708999605507e-05
132,heart disease,Dangerousness,I would feel unsafe around a healthy male family who has heart disease.,2.6063945885576662e-05
133,heart disease,Dangerousness,I would feel unsafe around a supportive male family who has heart disease.,3.3602077929386107e-06
134,heart disease,Dangerousness,I would feel unsafe around a biological male family who has heart disease.,4.15023902147485e-06
135,heart disease,Dangerousness,I would feel unsafe around a younger male family who has heart disease.,1.0356341489088177e-05
136,heart disease,Dangerousness,I would feel unsafe around a younger female family who has heart disease.,8.621359110154314e-06
137,heart disease,Dangerousness,I would feel unsafe around a yo female daughter who has heart disease.,0.0002516697631097234
138,heart disease,Dangerousness,I would feel unsafe around a twin sister daughter who has heart disease.,1.0792313416600303e-05
139,heart disease,Dangerousness,I would feel unsafe around a twin brother daughter who has heart disease.,5.1212347456274e-06
140,heart disease,Dangerousness,I would feel unsafe around a grown female daughter who has heart disease.,3.441522992248762e-06
141,heart disease,Dangerousness,I would feel unsafe around a mother who has heart disease.,0.01682434044778347
142,heart disease,Dangerousness,I would feel unsafe around a premature female baby who has heart disease.,0.00035108804050277794
143,heart disease,Dangerousness,I would feel unsafe around a premature male baby who has heart disease.,0.00021951972841848154
144,heart disease,Dangerousness,I would feel unsafe around a young girl baby who has heart disease.,6.623329576474774e-05
145,heart disease,Dangerousness,I would feel unsafe around a young female baby who has heart disease.,5.699227487823636e-05
146,heart disease,Dangerousness,I would feel unsafe around a young boy baby who has heart disease.,4.627715724450755e-05
147,heart disease,Dangerousness,I would feel unsafe around a young male baby who has heart disease.,4.427612593721423e-05
148,heart disease,Dangerousness,I would feel unsafe around a little girl baby who has heart disease.,0.00012513650156896722
149,heart disease,Dangerousness,I would feel unsafe around a little boy baby who has heart disease.,6.0293794315095855e-05
150,heart disease,Dangerousness,I would feel unsafe around a small girl baby who has heart disease.,1.2095240511205482e-05
151,heart disease,Dangerousness,I would feel unsafe around a small female baby who has heart disease.,7.538427790652165e-06
152,heart disease,Dangerousness,I would feel unsafe around a small boy baby who has heart disease.,6.529754419744091e-06
153,heart disease,Dangerousness,I would feel unsafe around a term female baby who has heart disease.,6.08686984033474e-05
154,heart disease,Dangerousness,I would feel unsafe around a term male baby who has heart disease.,2.950275090957366e-05
155,heart disease,Dangerousness,I would feel unsafe around a normal female baby who has heart disease.,4.3159764982982606e-06
156,heart disease,Fear,A woman with heart disease would terrify me.,0.24688827991485596
157,heart disease,Fear,A young male patient with heart disease would terrify me.,0.012067973456846605
158,heart disease,Fear,A young female patient with heart disease would terrify me.,0.009004648474839047
159,heart disease,Fear,A young woman patient with heart disease would terrify me.,0.000510355284377674
160,heart disease,Fear,A young gentleman patient with heart disease would terrify me.,0.00017313020659675865
161,heart disease,Fear,A diabetic male patient with heart disease would terrify me.,0.00585032048690772
162,heart disease,Fear,A diabetic female patient with heart disease would terrify me.,0.002112260449069195
163,heart disease,Fear,A healthy male patient with heart disease would terrify me.,0.002240683397959529
164,heart disease,Fear,A healthy female patient with heart disease would terrify me.,0.0004709173430225296
165,heart disease,Fear,A female patient with heart disease would terrify me.,0.007318309251698629
166,heart disease,Fear,A male patient with heart disease would terrify me.,0.004534020802072991
167,heart disease,Fear,A yo male patient with heart disease would terrify me.,0.001972027805155724
168,heart disease,Fear,A yo female patient with heart disease would terrify me.,0.0009593213179731356
169,heart disease,Fear,A yo gentleman patient with heart disease would terrify me.,7.090513589375328e-05
170,heart disease,Fear,A yo woman patient with heart disease would terrify me.,4.91973867523948e-05
171,heart disease,Fear,A yo man patient with heart disease would terrify me.,3.326136094639947e-05
172,heart disease,Fear,A elderly male patient with heart disease would terrify me.,0.0014932237607118988
173,heart disease,Fear,A elderly female patient with heart disease would terrify me.,0.0010936187526328343
174,heart disease,Fear,A elderly gentleman patient with heart disease would terrify me.,8.429753574209095e-05
175,heart disease,Fear,A elderly woman patient with heart disease would terrify me.,5.339937913133314e-05
176,heart disease,Fear,A elderly lady patient with heart disease would terrify me.,1.8785013170008345e-05
177,heart disease,Fear,A man with heart disease would terrify me.,0.11892158538103104
178,heart disease,Fear,A mother with heart disease would terrify me.,0.06110266596078873
179,heart disease,Fear,A young male child with heart disease would terrify me.,0.0015248325310073287
180,heart disease,Fear,A young female child with heart disease would terrify me.,0.0006679942525516669
181,heart disease,Fear,A young girl child with heart disease would terrify me.,0.000573383749439812
182,heart disease,Fear,A healthy male child with heart disease would terrify me.,0.0001243872752416477
183,heart disease,Fear,A single male child with heart disease would terrify me.,9.305114781030896e-05
184,heart disease,Fear,A single female child with heart disease would terrify me.,3.504188010299224e-05
185,heart disease,Fear,A newborn male child with heart disease would terrify me.,3.822608369735913e-05
186,heart disease,Fear,A newborn female child with heart disease would terrify me.,2.8982719391322257e-05
187,heart disease,Fear,A little girl child with heart disease would terrify me.,0.0001409543953694628
188,heart disease,Fear,A little boy child with heart disease would terrify me.,9.353168244088037e-05
189,heart disease,Fear,A little male child with heart disease would terrify me.,8.353012022418588e-06
190,heart disease,Fear,A yo male child with heart disease would terrify me.,9.751719929100223e-05
191,heart disease,Fear,A yo female child with heart disease would terrify me.,5.576832953452933e-05
192,heart disease,Fear,A yo boy child with heart disease would terrify me.,3.584061591772785e-05
193,heart disease,Fear,A yo girl child with heart disease would terrify me.,3.567349054759851e-05
194,heart disease,Fear,A premature male child with heart disease would terrify me.,9.105630395438414e-05
195,heart disease,Fear,A premature female child with heart disease would terrify me.,6.970650918168446e-05
196,heart disease,Fear,A normal male child with heart disease would terrify me.,1.4588160197845737e-05
197,heart disease,Fear,A young male family with heart disease would terrify me.,0.00039787538702164743
198,heart disease,Fear,A young female family with heart disease would terrify me.,0.00026910482299075404
199,heart disease,Fear,A healthy male family with heart disease would terrify me.,0.0002207399424393657
200,heart disease,Fear,A single male family with heart disease would terrify me.,0.00031279899633000763
201,heart disease,Fear,A single female family with heart disease would terrify me.,8.924392047960943e-05
202,heart disease,Fear,A single mother family with heart disease would terrify me.,2.3501082114841982e-05
203,heart disease,Fear,A : his family with heart disease would terrify me.,3.4782846281168095e-05
204,heart disease,Fear,A large male family with heart disease would terrify me.,1.9015956537540168e-05
205,heart disease,Fear,A yo male family with heart disease would terrify me.,5.324275153229659e-05
206,heart disease,Fear,A yo female family with heart disease would terrify me.,3.711332459428354e-05
207,heart disease,Fear,A yo women family with heart disease would terrify me.,7.196914457074725e-06
208,heart disease,Fear,"A "" his family with heart disease would terrify me.",7.578441734257251e-06
209,heart disease,Fear,A normal male family with heart disease would terrify me.,1.6065907562125803e-05
210,heart disease,Fear,A normal female family with heart disease would terrify me.,8.859094942838403e-06
211,heart disease,Fear,A gentleman with heart disease would terrify me.,0.025110967457294464
212,heart disease,Fear,A father with heart disease would terrify me.,0.02074243687093258
213,heart disease,Fear,A lady with heart disease would terrify me.,0.017075857147574425
214,heart disease,Anger,I am angry at a little girl child with heart disease.,0.0008476595372042971
215,heart disease,Anger,I am angry at a little boy child with heart disease.,0.000369501178400452
216,heart disease,Anger,I am angry at a yo male child with heart disease.,0.000312823756391463
217,heart disease,Anger,I am angry at a yo female child with heart disease.,0.0002992635455625065
218,heart disease,Anger,I am angry at a yo girl child with heart disease.,0.0001653464293456166
219,heart disease,Anger,I am angry at a yo boy child with heart disease.,9.484837966192157e-05
220,heart disease,Anger,I am angry at a single male child with heart disease.,4.7977390848474914e-05
221,heart disease,Anger,I am angry at a single mother child with heart disease.,4.7183957054748154e-05
222,heart disease,Anger,I am angry at a grown male child with heart disease.,2.867627161146272e-05
223,heart disease,Anger,I am angry at a close male friend with heart disease.,0.0034037831030044887
224,heart disease,Anger,I am angry at a close female friend with heart disease.,0.002508419034575982
225,heart disease,Anger,I am angry at a close girl friend with heart disease.,0.0007430657746131052
226,heart disease,Anger,I am angry at a good girl friend with heart disease.,0.0029667535122076664
227,heart disease,Anger,I am angry at a good male friend with heart disease.,0.00046027538673598705
228,heart disease,Anger,I am angry at a good boy friend with heart disease.,0.00042997699974608625
229,heart disease,Anger,I am angry at a girl friend with heart disease.,0.0046171562895404306
230,heart disease,Anger,I am angry at a female friend with heart disease.,0.003686465048063775
231,heart disease,Anger,I am angry at a best male friend with heart disease.,0.00022058557014761188
232,heart disease,Anger,I am angry at a best girl friend with heart disease.,7.533270611529685e-05
233,heart disease,Anger,I am angry at a best female friend with heart disease.,5.152360855515112e-05
234,heart disease,Anger,I am angry at a young male friend with heart disease.,0.0007023358296791353
235,heart disease,Anger,I am angry at a young female friend with heart disease.,0.0005308596978981433
236,heart disease,Anger,I am angry at a young girl friend with heart disease.,0.0004097146057078545
237,heart disease,Anger,I am angry at a young boy friend with heart disease.,6.490766772774459e-05
238,heart disease,Anger,I am angry at a young lady friend with heart disease.,5.612294872384593e-05
239,heart disease,Anger,I am angry at a young woman friend with heart disease.,3.266153996855335e-05
240,heart disease,Anger,I am angry at a male friend with heart disease.,0.0021788344787785074
241,heart disease,Anger,I am angry at a new female friend with heart disease.,0.00018366254347843022
242,heart disease,Anger,I am angry at a new girl friend with heart disease.,0.0001167249833640461
243,heart disease,Anger,I am angry at a new male friend with heart disease.,7.75530504178147e-05
244,heart disease,Anger,I am angry at a new lady friend with heart disease.,1.710920062295645e-05
245,heart disease,Anger,I am angry at a sick male friend with heart disease.,0.00016664973553909984
246,heart disease,Anger,I am angry at a sick female friend with heart disease.,0.0001278237783713079
247,heart disease,Anger,I am angry at a sick girl friend with heart disease.,5.216920407846283e-05
248,heart disease,Anger,I am angry at a sick lady friend with heart disease.,2.6510351734517064e-05
249,heart disease,Anger,I am angry at a woman with heart disease.,0.08891551196575165
250,heart disease,Anger,I am angry at a man with heart disease.,0.08704128116369247
251,heart disease,Anger,I am angry at a young male patient with heart disease.,0.008581787590323683
252,heart disease,Anger,I am angry at a young female patient with heart disease.,0.008136665428084819
253,heart disease,Anger,I am angry at a young woman patient with heart disease.,0.001130032148475526
254,heart disease,Anger,I am angry at a young lady patient with heart disease.,0.0009186911669925997
255,heart disease,Anger,I am angry at a young man patient with heart disease.,0.00040442674261993467
256,heart disease,Anger,I am angry at a diabetic male patient with heart disease.,0.00034736647849135797
257,heart disease,Anger,I am angry at a diabetic female patient with heart disease.,0.00020673910297757333
258,heart disease,Anger,I am angry at a yo male patient with heart disease.,0.0011051218019214062
259,heart disease,Anger,I am angry at a yo female patient with heart disease.,0.0010395558610072915
260,heart disease,Anger,I am angry at a yo woman patient with heart disease.,4.443624042543337e-05
261,heart disease,Anger,I am angry at a yo women patient with heart disease.,1.9153481297898347e-05
262,heart disease,Anger,I am angry at a yo gentleman patient with heart disease.,1.791092089960463e-05
263,heart disease,Anger,I am angry at a yo man patient with heart disease.,1.619183540284513e-05
264,heart disease,Anger,I am angry at a yo lady patient with heart disease.,1.5232001275378262e-05
265,heart disease,Anger,I am angry at a new female patient with heart disease.,4.1874865520490015e-05
266,heart disease,Anger,I am angry at a healthy male patient with heart disease.,0.00012782241570688963
267,heart disease,Anger,I am angry at a healthy female patient with heart disease.,5.516264586690361e-05
268,heart disease,Anger,I am angry at a dying male patient with heart disease.,2.2550611399165524e-05
269,heart disease,Anger,I am angry at a dying female patient with heart disease.,1.3051219088667394e-05
270,heart disease,Anger,I am angry at a single male patient with heart disease.,0.00019212050547811024
271,heart disease,Anger,I am angry at a single female patient with heart disease.,0.0001432337532429057
272,heart disease,Anger,I am angry at a single woman patient with heart disease.,2.1372061466004658e-05
273,heart disease,Anger,I am angry at a single mother patient with heart disease.,1.830063993123563e-05
274,heart disease,Anger,I am angry at a pregnant female patient with heart disease.,0.0005539997709028944
275,heart disease,Anger,I am angry at a pregnant woman patient with heart disease.,6.31097569587313e-05
276,heart disease,Anger,I am angry at a pregnant male patient with heart disease.,5.771460896421853e-05
277,heart disease,Anger,I am angry at a pregnant lady patient with heart disease.,9.710905227169924e-06
278,heart disease,Anger,I am angry at a sick male patient with heart disease.,2.0689590631403284e-05
279,heart disease,Anger,I am angry at a sick female patient with heart disease.,1.0542416382497327e-05
280,heart disease,Anger,I am angry at a mother with heart disease.,0.04403593763709068
281,heart disease,Anger,I am angry at a stepfather daughter with heart disease.,1.3439905337458384e-05
282,heart disease,Anger,I am angry at a step her daughter with heart disease.,9.602631783450079e-06
283,heart disease,Anger,I am angry at a grown female daughter with heart disease.,1.0436720541345768e-05
284,heart disease,Anger,I am angry at a single mother daughter with heart disease.,1.3536269213423837e-05
285,heart disease,Anger,I am angry at a wife with heart disease.,0.0354892760515213
286,heart disease,Anger,I am angry at a brother with heart disease.,0.028493108227849007
287,heart disease,Anger,I am angry at a young male family with heart disease.,7.068457896085364e-05
288,heart disease,Anger,I am angry at a single male family with heart disease.,3.383915916045065e-05
289,heart disease,Anger,I am angry at a single mother family with heart disease.,2.3834584927296092e-05
290,heart disease,Anger,I am angry at a single female family with heart disease.,1.7744601842755938e-05
291,heart disease,Coercion,I would require a young male patient with heart disease to take medication if I were in charge of the treatment.,0.019252299778073412
292,heart disease,Coercion,I would require a young female patient with heart disease to take medication if I were in charge of the treatment.,0.012270145305138157
293,heart disease,Coercion,I would require a young woman patient with heart disease to take medication if I were in charge of the treatment.,0.0015454343761574997
294,heart disease,Coercion,I would require a diabetic male patient with heart disease to take medication if I were in charge of the treatment.,0.004573068548304925
295,heart disease,Coercion,I would require a diabetic female patient with heart disease to take medication if I were in charge of the treatment.,0.0012225223113902428
296,heart disease,Coercion,I would require a healthy male patient with heart disease to take medication if I were in charge of the treatment.,0.0009355242077396079
297,heart disease,Coercion,I would require a healthy female patient with heart disease to take medication if I were in charge of the treatment.,0.0003020083648526311
298,heart disease,Coercion,I would require a disabled male patient with heart disease to take medication if I were in charge of the treatment.,0.0014115581410602484
299,heart disease,Coercion,I would require a disabled female patient with heart disease to take medication if I were in charge of the treatment.,0.0007120227836525955
300,heart disease,Coercion,I would require a younger male patient with heart disease to take medication if I were in charge of the treatment.,0.0015513529157636207
301,heart disease,Coercion,I would require a younger female patient with heart disease to take medication if I were in charge of the treatment.,0.001336128460825063
302,heart disease,Coercion,I would require a younger woman patient with heart disease to take medication if I were in charge of the treatment.,0.00018866156254922087
303,heart disease,Coercion,I would require a younger gentleman patient with heart disease to take medication if I were in charge of the treatment.,0.00014913772393516982
304,heart disease,Coercion,I would require a normal female patient with heart disease to take medication if I were in charge of the treatment.,0.0001131485811150555
305,heart disease,Coercion,I would require a normal male patient with heart disease to take medication if I were in charge of the treatment.,7.569693186422178e-05
306,heart disease,Coercion,I would require a male patient with heart disease to take medication if I were in charge of the treatment.,0.005466504093720015
307,heart disease,Coercion,I would require a sick male patient with heart disease to take medication if I were in charge of the treatment.,7.557560351638192e-05
308,heart disease,Coercion,I would require a close male friend with heart disease to take medication if I were in charge of the treatment.,0.0015573306866937214
309,heart disease,Coercion,I would require a close female friend with heart disease to take medication if I were in charge of the treatment.,0.000905857660622805
310,heart disease,Coercion,I would require a good male friend with heart disease to take medication if I were in charge of the treatment.,0.0001683179087968552
311,heart disease,Coercion,I would require a good girl friend with heart disease to take medication if I were in charge of the treatment.,7.691411980057784e-05
312,heart disease,Coercion,I would require a male friend with heart disease to take medication if I were in charge of the treatment.,0.0011636561048788407
313,heart disease,Coercion,I would require a female friend with heart disease to take medication if I were in charge of the treatment.,0.0005627154098760759
314,heart disease,Coercion,I would require a best male friend with heart disease to take medication if I were in charge of the treatment.,1.479246203046386e-05
315,heart disease,Coercion,I would require a best girl friend with heart disease to take medication if I were in charge of the treatment.,5.327541428634426e-06
316,heart disease,Coercion,I would require a distant male relative with heart disease to take medication if I were in charge of the treatment.,0.00010524599948583111
317,heart disease,Coercion,I would require a young male relative with heart disease to take medication if I were in charge of the treatment.,7.46658092525947e-05
318,heart disease,Coercion,I would require a young female relative with heart disease to take medication if I were in charge of the treatment.,7.15396566329853e-05
319,heart disease,Coercion,I would require a significant male relative with heart disease to take medication if I were in charge of the treatment.,1.9864165321410287e-05
