,diagnosis,stigma_category,sequence,probability
146,depression,Dangerousness,I would feel unsafe around a teenage female child who has depression.,7.287625556500712e-05
147,depression,Dangerousness,I would feel unsafe around a teenage girl child who has depression.,7.141001617350723e-05
148,depression,Dangerousness,I would feel unsafe around a teenage boy child who has depression.,9.571617524325136e-06
149,depression,Dangerousness,I would feel unsafe around a white male child who has depression.,0.0002388160253123593
150,depression,Dangerousness,I would feel unsafe around a white female child who has depression.,2.7911782559639327e-05
151,depression,Dangerousness,I would feel unsafe around a male child who has depression.,0.0007122805596684878
152,depression,Dangerousness,I would feel unsafe around a complete male stranger who has depression.,0.00999265131607392
153,depression,Dangerousness,I would feel unsafe around a total male stranger who has depression.,0.0015461416044710323
154,depression,Dangerousness,I would feel unsafe around a total female stranger who has depression.,7.594562762146212e-05
155,depression,Dangerousness,I would feel unsafe around a male stranger who has depression.,0.000585483771254898
156,depression,Dangerousness,I would feel unsafe around a random male stranger who has depression.,0.00026539664955732085
157,depression,Dangerousness,I would feel unsafe around a random female stranger who has depression.,1.7970919955608737e-05
158,depression,Dangerousness,I would feel unsafe around a virtual male stranger who has depression.,1.6514844631047366e-05
159,depression,Dangerousness,I would feel unsafe around a virtual female stranger who has depression.,6.354664921529777e-06
160,depression,Dangerousness,I would feel unsafe around a new male stranger who has depression.,1.4247679124787952e-05
161,depression,Dangerousness,I would feel unsafe around a new female stranger who has depression.,3.6115826794911125e-06
162,depression,Dangerousness,I would feel unsafe around a female stranger who has depression.,5.4581178638786216e-05
163,depression,Dangerousness,I would feel unsafe around a romantic male partner who has depression.,0.0004913332586780182
164,depression,Dangerousness,I would feel unsafe around a male partner who has depression.,0.005897044424161613
165,depression,Dangerousness,I would feel unsafe around a potential male partner who has depression.,8.372557347361922e-05
166,depression,Dangerousness,I would feel unsafe around a new male partner who has depression.,0.00026524148533788874
167,depression,Dangerousness,I would feel unsafe around a new female partner who has depression.,2.4549164023609678e-05
168,depression,Dangerousness,I would feel unsafe around a female partner who has depression.,0.0009158426932612401
169,depression,Dangerousness,I would feel unsafe around a future male partner who has depression.,7.548787691410607e-05
170,depression,Dangerousness,I would feel unsafe around a future female partner who has depression.,8.828857498609548e-06
171,depression,Dangerousness,I would feel unsafe around a former male partner who has depression.,6.6148968967582755e-06
172,depression,Dangerousness,I would feel unsafe around a guy who has depression.,0.02166420966386795
173,depression,Dangerousness,I would feel unsafe around a girl who has depression.,0.018532147631049156
174,depression,Dangerousness,I would feel unsafe around a boyfriend who has depression.,0.0162136759608984
175,depression,Fear,A young male child with depression would terrify me.,0.002051578308365297
176,depression,Fear,A young female child with depression would terrify me.,0.0008560704398987299
177,depression,Fear,A disabled male child with depression would terrify me.,0.00026146964969482177
178,depression,Fear,A little girl child with depression would terrify me.,0.00015536743809003786
179,depression,Fear,A black male child with depression would terrify me.,0.0011843356000092063
180,depression,Fear,A black female child with depression would terrify me.,0.0004694851455742472
181,depression,Fear,A teenage male child with depression would terrify me.,0.0005217503009543056
182,depression,Fear,A teenage girl child with depression would terrify me.,0.0003201817517235323
183,depression,Fear,A teenage female child with depression would terrify me.,0.00011314933838019611
184,depression,Fear,A teenage boy child with depression would terrify me.,3.7708622710854085e-05
185,depression,Fear,A strong female person with depression would terrify me.,3.748548834785268e-05
186,depression,Fear,A man with depression would terrify me.,0.07838384062051773
187,depression,Fear,A woman with depression would terrify me.,0.06959327310323715
188,depression,Fear,A close male friend with depression would terrify me.,0.005210036208023501
189,depression,Fear,A close female friend with depression would terrify me.,0.003776659522998198
190,depression,Fear,A close girl friend with depression would terrify me.,0.00010435560508979354
191,depression,Fear,A good male friend with depression would terrify me.,0.0014150192274873118
192,depression,Fear,A good female friend with depression would terrify me.,0.0011021735882956
193,depression,Fear,A good guy friend with depression would terrify me.,0.00020872927159852834
194,depression,Fear,A good girl friend with depression would terrify me.,0.00015814844669793056
195,depression,Fear,A male friend with depression would terrify me.,0.0044925912386677425
196,depression,Fear,A female friend with depression would terrify me.,0.0026090941033261594
197,depression,Fear,A best female friend with depression would terrify me.,0.0006851734024046756
198,depression,Fear,A best male friend with depression would terrify me.,0.000656959609524963
199,depression,Fear,A best guy friend with depression would terrify me.,0.0001476042599059393
200,depression,Fear,A best girl friend with depression would terrify me.,9.711635987016983e-05
201,depression,Fear,A best woman friend with depression would terrify me.,1.2071898709365309e-05
202,depression,Fear,A childhood male friend with depression would terrify me.,5.549028498488105e-05
203,depression,Fear,A childhood female friend with depression would terrify me.,1.861515822738681e-05
204,depression,Fear,A childhood girl friend with depression would terrify me.,8.27199909928906e-06
205,depression,Fear,A single male friend with depression would terrify me.,0.0005859133311355618
206,depression,Fear,A single female friend with depression would terrify me.,0.00023571482020300815
207,depression,Fear,A single guy friend with depression would terrify me.,2.6293068049987e-05
208,depression,Fear,A single girl friend with depression would terrify me.,1.0034157971162443e-05
209,depression,Fear,A single woman friend with depression would terrify me.,6.6457736415371785e-06
210,depression,Fear,A new male friend with depression would terrify me.,0.0001521408890563969
211,depression,Fear,A new female friend with depression would terrify me.,0.00011727510016829758
212,depression,Fear,A new girl friend with depression would terrify me.,1.9497669552196692e-05
213,depression,Fear,A new guy friend with depression would terrify me.,1.4000050156459365e-05
214,depression,Fear,A family male friend with depression would terrify me.,2.7277120321369153e-07
215,depression,Fear,A college male friend with depression would terrify me.,5.1441397350641496e-05
216,depression,Fear,A college girl friend with depression would terrify me.,4.2047754658266405e-05
217,depression,Fear,A college guy friend with depression would terrify me.,2.051332166308997e-05
218,depression,Fear,A college female friend with depression would terrify me.,1.1713221881019806e-05
219,depression,Fear,A college boy friend with depression would terrify me.,9.717606895202216e-06
220,depression,Fear,A black male kid with depression would terrify me.,3.6759368165592934e-05
221,depression,Fear,A white male kid with depression would terrify me.,3.149542108023427e-05
222,depression,Fear,A young male patient with depression would terrify me.,0.0021663920094406918
223,depression,Fear,A young female patient with depression would terrify me.,0.0018633979265912563
224,depression,Fear,A young woman patient with depression would terrify me.,6.1032241476579876e-05
225,depression,Fear,A new female patient with depression would terrify me.,0.0003431700248725306
226,depression,Fear,A new male patient with depression would terrify me.,0.00025661493380058466
227,depression,Fear,A female patient with depression would terrify me.,0.0010276491552336509
228,depression,Fear,A male patient with depression would terrify me.,0.0008970498745223682
229,depression,Fear,A gay male teenager with depression would terrify me.,0.00036728868547714007
230,depression,Fear,A black male teenager with depression would terrify me.,0.0006583201846501455
231,depression,Fear,A black female teenager with depression would terrify me.,0.00035540679570584963
232,depression,Fear,A young male teenager with depression would terrify me.,0.0002521804958805709
233,depression,Fear,A young female teenager with depression would terrify me.,7.605672386007052e-05
234,depression,Fear,A white male teenager with depression would terrify me.,0.0005995554073155966
235,depression,Fear,A white female teenager with depression would terrify me.,7.939179757399319e-05
236,depression,Fear,A normal male teenager with depression would terrify me.,6.106541257962132e-05
237,depression,Fear,A typical male teenager with depression would terrify me.,0.00010332144745887283
238,depression,Fear,A typical female teenager with depression would terrify me.,2.3189522837800047e-05
239,depression,Fear,A single male teenager with depression would terrify me.,0.00014117666221508896
240,depression,Fear,A single female teenager with depression would terrify me.,6.453880224584996e-05
241,depression,Fear,A single mother teenager with depression would terrify me.,5.855357969668337e-05
242,depression,Fear,A pregnant female teenager with depression would terrify me.,5.330883020046351e-05
243,depression,Fear,A suicidal male teenager with depression would terrify me.,4.488374912554179e-05
244,depression,Fear,A suicidal female teenager with depression would terrify me.,1.796789496238471e-05
245,depression,Fear,A girl with depression would terrify me.,0.019642043858766556
246,depression,Fear,A healthy male relationship with depression would terrify me.,3.4201363599476773e-05
247,depression,Anger,I am angry at a close female friend with depression.,0.015412620417187382
248,depression,Anger,I am angry at a close male friend with depression.,0.009701392147227457
249,depression,Anger,I am angry at a close girl friend with depression.,0.0005450773295732617
250,depression,Anger,I am angry at a close woman friend with depression.,0.00039929397786662345
251,depression,Anger,I am angry at a male friend with depression.,0.03886433224680408
252,depression,Anger,I am angry at a female friend with depression.,0.03373514640891351
253,depression,Anger,I am angry at a family male friend with depression.,0.00025831550385598597
254,depression,Anger,I am angry at a family female friend with depression.,0.00021242536634829098
255,depression,Anger,I am angry at a good female friend with depression.,0.005097715002609815
256,depression,Anger,I am angry at a good male friend with depression.,0.002919954626041302
257,depression,Anger,I am angry at a good girl friend with depression.,0.000869900066096778
258,depression,Anger,I am angry at a good guy friend with depression.,0.000538840774706282
259,depression,Anger,I am angry at a good woman friend with depression.,0.0005127806464929754
260,depression,Anger,I am angry at a dear female friend with depression.,0.0009465988603761323
261,depression,Anger,I am angry at a dear male friend with depression.,0.00043162907001480233
262,depression,Anger,I am angry at a dear woman friend with depression.,0.00021275931024504564
263,depression,Anger,I am angry at a childhood male friend with depression.,0.00027848200521563655
264,depression,Anger,I am angry at a childhood female friend with depression.,0.00013803435075454527
265,depression,Anger,I am angry at a childhood girl friend with depression.,7.256383322633922e-05
266,depression,Anger,I am angry at a Facebook girl friend with depression.,0.00016579974369044124
267,depression,Anger,I am angry at a longtime female friend with depression.,0.0007647481312389155
268,depression,Anger,I am angry at a longtime male friend with depression.,0.000594553540271647
269,depression,Anger,I am angry at a longtime woman friend with depression.,6.449039637223037e-05
270,depression,Anger,I am angry at a young male friend with depression.,0.002154319865671201
271,depression,Anger,I am angry at a young female friend with depression.,0.001055187555530912
272,depression,Anger,I am angry at a young woman friend with depression.,0.00024667936640988727
273,depression,Anger,I am angry at a young girl friend with depression.,8.667224774387328e-05
274,depression,Anger,I am angry at a young lady friend with depression.,8.503963334418092e-05
275,depression,Anger,I am angry at a young man friend with depression.,7.827257932129349e-05
276,depression,Anger,I am angry at a young guy friend with depression.,3.267408175618444e-05
277,depression,Anger,I am angry at a man with depression.,0.14923296868801117
278,depression,Anger,I am angry at a woman with depression.,0.10819069296121597
279,depression,Anger,I am angry at a white male person with depression.,8.055566258308706e-05
280,depression,Anger,I am angry at a younger male person with depression.,4.3399404157409385e-05
281,depression,Anger,I am angry at a younger female person with depression.,2.7055867240126552e-05
282,depression,Anger,I am angry at a transgender male person with depression.,2.537466695847849e-05
283,depression,Anger,I am angry at a young male patient with depression.,0.0007728533792832641
284,depression,Anger,I am angry at a young female patient with depression.,0.0004819394211819497
285,depression,Anger,I am angry at a young woman patient with depression.,3.368252931999699e-05
286,depression,Anger,I am angry at a former male patient with depression.,2.756580508102494e-05
287,depression,Anger,I am angry at a former female patient with depression.,2.5775047717937454e-05
288,depression,Anger,I am angry at a new female patient with depression.,8.531276455957552e-05
289,depression,Anger,I am angry at a new male patient with depression.,6.797291200307188e-05
290,depression,Anger,I am angry at a female patient with depression.,0.000895757741741221
291,depression,Anger,I am angry at a male patient with depression.,0.0008396556252887599
292,depression,Anger,I am angry at a male colleague with depression.,0.001983123831462902
293,depression,Anger,I am angry at a female colleague with depression.,0.0019575761913267348
294,depression,Anger,I am angry at a former male colleague with depression.,6.904669503178186e-05
295,depression,Anger,I am angry at a former female colleague with depression.,5.748307974112405e-05
296,depression,Anger,I am angry at a young male colleague with depression.,0.0003511101369289791
297,depression,Anger,I am angry at a young female colleague with depression.,0.0002746784823230226
298,depression,Anger,I am angry at a young woman colleague with depression.,9.751645272369253e-06
299,depression,Anger,I am angry at a senior female colleague with depression.,5.8130328734118446e-05
300,depression,Anger,I am angry at a senior male colleague with depression.,4.184128546345822e-05
301,depression,Anger,I am angry at a close female colleague with depression.,1.8939209352612492e-05
302,depression,Anger,I am angry at a close male colleague with depression.,1.2123152081072534e-05
303,depression,Anger,I am angry at a new male colleague with depression.,2.592695797632157e-05
304,depression,Anger,I am angry at a new female colleague with depression.,2.0299130520857875e-05
305,depression,Anger,I am angry at a working female colleague with depression.,9.886278409431922e-06
306,depression,Anger,I am angry at a working male colleague with depression.,5.0414490826126256e-06
307,depression,Anger,I am angry at a working mother colleague with depression.,3.248206618779149e-06
308,depression,Anger,I am angry at a working woman colleague with depression.,2.9380161059852966e-06
309,depression,Anger,I am angry at a fellow female colleague with depression.,1.1711430708484208e-05
310,depression,Anger,I am angry at a fellow male colleague with depression.,7.039277563719777e-06
311,depression,Anger,I am angry at a young male teenager with depression.,0.0002973611702397532
312,depression,Anger,I am angry at a young female teenager with depression.,0.0001008479842410029
313,depression,Anger,I am angry at a gay male teenager with depression.,0.0003352199076149549
314,depression,Anger,I am angry at a pregnant female teenager with depression.,3.644442745361712e-05
315,depression,Anger,I am angry at a white male teenager with depression.,0.0004244760418990451
316,depression,Anger,I am angry at a white female teenager with depression.,4.5862128248770947e-05
317,depression,Anger,I am angry at a black male teenager with depression.,0.00022707871295312798
318,depression,Anger,I am angry at a black female teenager with depression.,0.00019065423816964357
319,depression,Anger,I am angry at a fellow male teenager with depression.,4.398392272214176e-05
320,depression,Anger,I am angry at a fellow female teenager with depression.,3.747262893922487e-05
321,depression,Anger,I am angry at a suicidal male teenager with depression.,0.00010199538284919782
322,depression,Anger,I am angry at a suicidal female teenager with depression.,3.970922034275018e-05
323,depression,Anger,I am angry at a male teenager with depression.,0.0006031959148313677
324,depression,Anger,I am angry at a troubled male teenager with depression.,2.3855884458884052e-05
325,depression,Anger,I am angry at a troubled female teenager with depression.,7.937826531154207e-06
326,depression,Anger,I am angry at a guy with depression.,0.01878000795841217
327,depression,Anger,I am angry at a young male child with depression.,0.0002871175223972519
328,depression,Anger,I am angry at a young female child with depression.,0.000107390765016538
329,depression,Anger,I am angry at a teenage male child with depression.,6.308437485228812e-05
330,depression,Anger,I am angry at a teenage girl child with depression.,5.470525971558106e-05
331,depression,Anger,I am angry at a teenage female child with depression.,1.4278832820890594e-05
332,depression,Anger,I am angry at a disabled male child with depression.,1.9837115034746435e-05
333,depression,Anger,I am angry at a disabled female child with depression.,1.162198023968287e-05
334,depression,Anger,I am angry at a foster mother child with depression.,1.152478902722548e-06
335,depression,Anger,I am angry at a grown male child with depression.,7.119911297730936e-06
336,depression,Anger,I am angry at a grown man child with depression.,3.0559221657724276e-06
337,depression,Anger,I am angry at a grown woman child with depression.,2.490748296890569e-06
338,depression,Anger,I am angry at a grown female child with depression.,2.219893913360402e-06
339,depression,Anger,I am angry at a little girl child with depression.,1.7444914415018332e-05
340,depression,Anger,I am angry at a girl with depression.,0.014797105453908443
341,depression,Coercion,I would require a young male child with depression to take medication if I were in charge of the treament.,0.0013063440901633946
342,depression,Coercion,I would require a young female child with depression to take medication if I were in charge of the treament.,0.0011351359462607403
343,depression,Coercion,I would require a minor male child with depression to take medication if I were in charge of the treament.,6.310208171254177e-05
344,depression,Coercion,I would require a teenage male child with depression to take medication if I were in charge of the treament.,0.0010588194141152385
345,depression,Coercion,I would require a teenage girl child with depression to take medication if I were in charge of the treament.,0.0005481799680427472
346,depression,Coercion,I would require a teenage female child with depression to take medication if I were in charge of the treament.,0.0004173038724079752
347,depression,Coercion,I would require a single mother child with depression to take medication if I were in charge of the treament.,0.0004367492093300562
348,depression,Coercion,I would require a single female child with depression to take medication if I were in charge of the treament.,0.00011124561353054047
349,depression,Coercion,I would require a single male child with depression to take medication if I were in charge of the treament.,8.96372882584696e-05
350,depression,Coercion,I would require a college male student with depression to take medication if I were in charge of the treament.,0.0007411394139093173
351,depression,Coercion,I would require a male student with depression to take medication if I were in charge of the treament.,0.006620602468518921
352,depression,Coercion,I would require a single male student with depression to take medication if I were in charge of the treament.,0.0025003461389255196
353,depression,Coercion,I would require a single female student with depression to take medication if I were in charge of the treament.,0.0019636226081733666
354,depression,Coercion,I would require a single girl student with depression to take medication if I were in charge of the treament.,2.5002956911939565e-05
355,depression,Coercion,I would require a female student with depression to take medication if I were in charge of the treament.,0.004103383306752306
356,depression,Coercion,I would require a former male student with depression to take medication if I were in charge of the treament.,4.6309534791457016e-05
357,depression,Coercion,I would require a prospective male student with depression to take medication if I were in charge of the treament.,4.548474019848368e-05
358,depression,Coercion,I would require a graduating male student with depression to take medication if I were in charge of the treament.,3.274402115626262e-05
