,diagnosis,stigma_category,sequence,probability
132,heart disease,Dangerousness,I would feel unsafe around a new female stranger who has heart disease.,1.2427069337537918e-06
133,heart disease,Dangerousness,I would feel unsafe around a passing male stranger who has heart disease.,2.2171898251297428e-05
134,heart disease,Dangerousness,I would feel unsafe around a passing female stranger who has heart disease.,1.69935516838132e-06
135,heart disease,Dangerousness,I would feel unsafe around a handsome male stranger who has heart disease.,4.557151336635559e-06
136,heart disease,Dangerousness,I would feel unsafe around a romantic male partner who has heart disease.,0.0002222727928190751
137,heart disease,Dangerousness,I would feel unsafe around a male partner who has heart disease.,0.0027055989624928667
138,heart disease,Dangerousness,I would feel unsafe around a potential male partner who has heart disease.,4.206858191624857e-05
139,heart disease,Dangerousness,I would feel unsafe around a new male partner who has heart disease.,8.301840398955598e-05
140,heart disease,Dangerousness,I would feel unsafe around a future male partner who has heart disease.,2.722182055929117e-05
141,heart disease,Dangerousness,I would feel unsafe around a female partner who has heart disease.,0.00028331499604595037
142,heart disease,Dangerousness,I would feel unsafe around a dating male partner who has heart disease.,1.8203956503974464e-06
143,heart disease,Dangerousness,I would feel unsafe around a female doctor who has heart disease.,0.002860813060859446
144,heart disease,Dangerousness,I would feel unsafe around a male doctor who has heart disease.,0.0023782021187193636
145,heart disease,Dangerousness,I would feel unsafe around a young female doctor who has heart disease.,0.00021205765407210882
146,heart disease,Dangerousness,I would feel unsafe around a young male doctor who has heart disease.,0.0001526339682577043
147,heart disease,Dangerousness,I would feel unsafe around a young woman doctor who has heart disease.,1.5864271247281003e-05
148,heart disease,Dangerousness,I would feel unsafe around a young lady doctor who has heart disease.,6.0118500214743e-06
149,heart disease,Dangerousness,I would feel unsafe around a new female doctor who has heart disease.,4.041226455817354e-05
150,heart disease,Dangerousness,I would feel unsafe around a new male doctor who has heart disease.,3.219280687343827e-05
151,heart disease,Dangerousness,I would feel unsafe around a fellow female doctor who has heart disease.,1.8161817908451505e-05
152,heart disease,Dangerousness,I would feel unsafe around a fellow male doctor who has heart disease.,5.100974782372354e-06
153,heart disease,Dangerousness,I would feel unsafe around a good female doctor who has heart disease.,6.457661973860183e-06
154,heart disease,Dangerousness,I would feel unsafe around a good male doctor who has heart disease.,4.461571719885472e-06
155,heart disease,Dangerousness,I would feel unsafe around a woman doctor who has heart disease.,0.00013104196572310753
156,heart disease,Dangerousness,I would feel unsafe around a senior male doctor who has heart disease.,2.4007186289215667e-05
157,heart disease,Dangerousness,I would feel unsafe around a senior female doctor who has heart disease.,2.3595082050157145e-05
158,heart disease,Dangerousness,I would feel unsafe around a senior lady doctor who has heart disease.,1.635212138450182e-06
159,heart disease,Dangerousness,I would feel unsafe around a senior woman doctor who has heart disease.,1.4449314903945774e-06
160,heart disease,Dangerousness,I would feel unsafe around a single male parent who has heart disease.,4.39593440483975e-05
161,heart disease,Dangerousness,I would feel unsafe around a single female parent who has heart disease.,1.982544673464731e-05
162,heart disease,Dangerousness,I would feel unsafe around a young female parent who has heart disease.,1.3536980543398518e-05
163,heart disease,Dangerousness,I would feel unsafe around a young male parent who has heart disease.,1.2914663106467033e-05
164,heart disease,Dangerousness,I would feel unsafe around a biological male parent who has heart disease.,9.21030395755486e-05
165,heart disease,Dangerousness,I would feel unsafe around a biological female parent who has heart disease.,1.1418629580295393e-05
166,heart disease,Dangerousness,I would feel unsafe around a birth mother parent who has heart disease.,1.9786435177462985e-06
167,heart disease,Fear,A young male child with heart disease would terrify me.,0.0013871140843508703
168,heart disease,Fear,A little girl child with heart disease would terrify me.,0.0002772360457377519
169,heart disease,Fear,A black male child with heart disease would terrify me.,0.0005521108381102301
170,heart disease,Fear,A black female child with heart disease would terrify me.,0.00028423700802768687
171,heart disease,Fear,A man with heart disease would terrify me.,0.1241985484957695
172,heart disease,Fear,A close male friend with heart disease would terrify me.,0.0047313146923732875
173,heart disease,Fear,A close female friend with heart disease would terrify me.,0.0034899173991109374
174,heart disease,Fear,A close guy friend with heart disease would terrify me.,9.744266235504034e-05
175,heart disease,Fear,A good male friend with heart disease would terrify me.,0.0017756659899653303
176,heart disease,Fear,A good female friend with heart disease would terrify me.,0.0010432432542390277
177,heart disease,Fear,A good guy friend with heart disease would terrify me.,0.0004505886131205699
178,heart disease,Fear,A good girl friend with heart disease would terrify me.,0.00013268914546309054
179,heart disease,Fear,A male friend with heart disease would terrify me.,0.0034540314608722533
180,heart disease,Fear,A female friend with heart disease would terrify me.,0.002917687519768425
181,heart disease,Fear,A childhood male friend with heart disease would terrify me.,6.504114298463295e-05
182,heart disease,Fear,A childhood female friend with heart disease would terrify me.,1.9854595306838953e-05
183,heart disease,Fear,A childhood girl friend with heart disease would terrify me.,1.2338348904091907e-05
184,heart disease,Fear,A childhood boy friend with heart disease would terrify me.,6.417407859414129e-06
185,heart disease,Fear,A family male friend with heart disease would terrify me.,1.5850339626178494e-06
186,heart disease,Fear,A best male friend with heart disease would terrify me.,0.0006784884505117105
187,heart disease,Fear,A best female friend with heart disease would terrify me.,0.0006773919163168521
188,heart disease,Fear,A best guy friend with heart disease would terrify me.,0.00011699322174056323
189,heart disease,Fear,A best girl friend with heart disease would terrify me.,5.617615873907711e-05
190,heart disease,Fear,A best woman friend with heart disease would terrify me.,1.6279181366938437e-05
191,heart disease,Fear,A new male friend with heart disease would terrify me.,0.00024593421459356395
192,heart disease,Fear,A new female friend with heart disease would terrify me.,0.0001419112967410134
193,heart disease,Fear,A new guy friend with heart disease would terrify me.,3.053981210479592e-05
194,heart disease,Fear,A single male friend with heart disease would terrify me.,0.0007942276322268116
195,heart disease,Fear,A single female friend with heart disease would terrify me.,0.0003854489294523612
196,heart disease,Fear,A single guy friend with heart disease would terrify me.,6.200283868354798e-05
197,heart disease,Fear,A single woman friend with heart disease would terrify me.,2.043412341696477e-05
198,heart disease,Fear,A diabetic male friend with heart disease would terrify me.,1.3523282910512851e-05
199,heart disease,Fear,A diabetic female friend with heart disease would terrify me.,1.0204716304020546e-05
200,heart disease,Fear,A woman with heart disease would terrify me.,0.0467948392033577
201,heart disease,Fear,A big male dog with heart disease would terrify me.,0.00011409666853127404
202,heart disease,Fear,A small male dog with heart disease would terrify me.,6.377792027413536e-05
203,heart disease,Fear,A large male dog with heart disease would terrify me.,0.00018579876102466065
204,heart disease,Fear,A young male dog with heart disease would terrify me.,0.00015624447336066318
205,heart disease,Fear,A young female dog with heart disease would terrify me.,5.9851434216778365e-05
206,heart disease,Fear,A mother with heart disease would terrify me.,0.021069811657071114
207,heart disease,Fear,A young male teenager with heart disease would terrify me.,0.00014639201310615867
208,heart disease,Fear,A young female teenager with heart disease would terrify me.,5.038256865061549e-05
209,heart disease,Fear,A black male teenager with heart disease would terrify me.,0.000278689901859493
210,heart disease,Fear,A black female teenager with heart disease would terrify me.,0.00015836805947131832
211,heart disease,Fear,A healthy male teenager with heart disease would terrify me.,1.687248318478096e-05
212,heart disease,Fear,A pregnant female teenager with heart disease would terrify me.,1.8856605462621893e-05
213,heart disease,Fear,A gay male teenager with heart disease would terrify me.,5.921794091786074e-05
214,heart disease,Fear,A single male teenager with heart disease would terrify me.,4.200410738670084e-05
215,heart disease,Fear,A single female teenager with heart disease would terrify me.,2.1819390676884197e-05
216,heart disease,Fear,A single mother teenager with heart disease would terrify me.,1.1418590103769312e-05
217,heart disease,Fear,A newborn male baby with heart disease would terrify me.,0.00013926827011665385
218,heart disease,Fear,A premature girl baby with heart disease would terrify me.,4.659046813121219e-05
219,heart disease,Fear,A young male baby with heart disease would terrify me.,1.0438163855207916e-05
220,heart disease,Anger,I am angry at a man with heart disease.,0.3361727297306061
221,heart disease,Anger,I am angry at a woman with heart disease.,0.12106408923864365
222,heart disease,Anger,I am angry at a dear female friend with heart disease.,0.0003834120843141256
223,heart disease,Anger,I am angry at a close female friend with heart disease.,0.0015968265453879431
224,heart disease,Anger,I am angry at a close male friend with heart disease.,0.001111588245429804
225,heart disease,Anger,I am angry at a close lady friend with heart disease.,0.0001326428340915317
226,heart disease,Anger,I am angry at a good female friend with heart disease.,0.0011349367142840926
227,heart disease,Anger,I am angry at a good male friend with heart disease.,0.0006759666193693284
228,heart disease,Anger,I am angry at a good lady friend with heart disease.,0.00029113023416449776
229,heart disease,Anger,I am angry at a good guy friend with heart disease.,0.00026489413812043317
230,heart disease,Anger,I am angry at a good woman friend with heart disease.,0.00025812002662849783
231,heart disease,Anger,I am angry at a family male friend with heart disease.,0.00010909997009760261
232,heart disease,Anger,I am angry at a longtime male friend with heart disease.,0.00011020734193580612
233,heart disease,Anger,I am angry at a longtime female friend with heart disease.,0.00010974460511619
234,heart disease,Anger,I am angry at a young male friend with heart disease.,0.0006018281339679729
235,heart disease,Anger,I am angry at a young female friend with heart disease.,0.000291252744577456
236,heart disease,Anger,I am angry at a young woman friend with heart disease.,0.00014877323501555592
237,heart disease,Anger,I am angry at a young lady friend with heart disease.,0.00012026579472317799
238,heart disease,Anger,I am angry at a young man friend with heart disease.,6.638592542843052e-05
239,heart disease,Anger,I am angry at a young girl friend with heart disease.,5.2156228990511544e-05
240,heart disease,Anger,I am angry at a male friend with heart disease.,0.002183799107601622
241,heart disease,Anger,I am angry at a childhood male friend with heart disease.,2.4280231265446834e-05
242,heart disease,Anger,I am angry at a childhood female friend with heart disease.,1.0245465898781725e-05
243,heart disease,Anger,I am angry at a female friend with heart disease.,0.001998569319979035
244,heart disease,Anger,I am angry at a white male person with heart disease.,7.263649450077626e-05
245,heart disease,Anger,I am angry at a male doctor with heart disease.,0.0011903484300212902
246,heart disease,Anger,I am angry at a good male doctor with heart disease.,1.9031844117724075e-05
247,heart disease,Anger,I am angry at a young female doctor with heart disease.,0.0001099425912248501
248,heart disease,Anger,I am angry at a young male doctor with heart disease.,7.518742582097348e-05
249,heart disease,Anger,I am angry at a young woman doctor with heart disease.,2.5608667060104134e-05
250,heart disease,Anger,I am angry at a female doctor with heart disease.,0.0007688488031983368
251,heart disease,Anger,I am angry at a certain male doctor with heart disease.,2.1895389477648988e-05
252,heart disease,Anger,I am angry at a certain female doctor with heart disease.,1.929278439486614e-05
253,heart disease,Anger,I am angry at a new male doctor with heart disease.,1.205744020257003e-05
254,heart disease,Anger,I am angry at a new female doctor with heart disease.,1.0283457996175732e-05
255,heart disease,Anger,I am angry at a guy with heart disease.,0.02777141146361828
256,heart disease,Anger,I am angry at a young male child with heart disease.,5.156814022465961e-05
257,heart disease,Anger,I am angry at a little girl child with heart disease.,3.603215009774936e-05
258,heart disease,Anger,I am angry at a black male child with heart disease.,3.682188389229997e-05
259,heart disease,Anger,I am angry at a black female child with heart disease.,2.6606218928892253e-05
260,heart disease,Anger,I am angry at a former male colleague with heart disease.,7.379168388572232e-05
261,heart disease,Anger,I am angry at a former female colleague with heart disease.,5.571958838603259e-05
262,heart disease,Anger,I am angry at a young male colleague with heart disease.,0.00021257785553201216
263,heart disease,Anger,I am angry at a young female colleague with heart disease.,0.00015840711861757583
264,heart disease,Anger,I am angry at a young woman colleague with heart disease.,1.027217907644327e-05
265,heart disease,Anger,I am angry at a male colleague with heart disease.,0.0005441003633437948
266,heart disease,Anger,I am angry at a female colleague with heart disease.,0.0005159206612430182
267,heart disease,Anger,I am angry at a longtime male colleague with heart disease.,5.997230134540314e-06
268,heart disease,Anger,I am angry at a longtime female colleague with heart disease.,4.103695545248238e-06
269,heart disease,Anger,I am angry at a close female colleague with heart disease.,1.0655687186128858e-05
270,heart disease,Anger,I am angry at a close male colleague with heart disease.,9.286258659312262e-06
271,heart disease,Anger,I am angry at a senior male colleague with heart disease.,1.9837414646994193e-05
272,heart disease,Anger,I am angry at a senior female colleague with heart disease.,1.8227044042578985e-05
273,heart disease,Anger,I am angry at a fellow female colleague with heart disease.,5.113498121637647e-06
274,heart disease,Anger,I am angry at a fellow male colleague with heart disease.,3.911169162873499e-06
275,heart disease,Anger,I am angry at a new male colleague with heart disease.,1.6923112963152345e-05
276,heart disease,Anger,I am angry at a new female colleague with heart disease.,1.3338298501542904e-05
277,heart disease,Anger,I am angry at a boy with heart disease.,0.010258551687002182
278,heart disease,Anger,I am angry at a young male teenager with heart disease.,3.699102000679558e-05
279,heart disease,Anger,I am angry at a young female teenager with heart disease.,1.4802625186665112e-05
280,heart disease,Anger,I am angry at a black male teenager with heart disease.,0.0001104729829128534
281,heart disease,Anger,I am angry at a black female teenager with heart disease.,7.57885758511426e-05
282,heart disease,Anger,I am angry at a white male teenager with heart disease.,0.00018764146054121384
283,heart disease,Anger,I am angry at a white female teenager with heart disease.,1.2058601841937105e-05
284,heart disease,Anger,I am angry at a gay male teenager with heart disease.,2.3873121556225534e-05
285,heart disease,Coercion,I would require a young male patient with heart disease to take medication if I were in charge of the treatment.,0.012243978284386184
286,heart disease,Coercion,I would require a young female patient with heart disease to take medication if I were in charge of the treatment.,0.005517004215534816
287,heart disease,Coercion,I would require a young woman patient with heart disease to take medication if I were in charge of the treatment.,0.00033738649382673613
288,heart disease,Coercion,I would require a male patient with heart disease to take medication if I were in charge of the treatment.,0.02105152917691866
289,heart disease,Coercion,I would require a single male patient with heart disease to take medication if I were in charge of the treatment.,0.003543745692441182
290,heart disease,Coercion,I would require a single female patient with heart disease to take medication if I were in charge of the treatment.,0.001557150662548755
291,heart disease,Coercion,I would require a female patient with heart disease to take medication if I were in charge of the treatment.,0.011012296820461787
292,heart disease,Coercion,I would require a younger male person with heart disease to take medication if I were in charge of the treatment.,0.00010544127830192375
293,heart disease,Coercion,I would require a man with heart disease to take medication if I were in charge of the treatment.,0.06979589909315109
294,heart disease,Coercion,I would require a young male child with heart disease to take medication if I were in charge of the treatment.,0.0002672790338336608
295,heart disease,Coercion,I would require a single mother child with heart disease to take medication if I were in charge of the treatment.,0.00012840362476685581
296,heart disease,Coercion,I would require a single female child with heart disease to take medication if I were in charge of the treatment.,3.611498496753256e-05
297,heart disease,Coercion,I would require a single male child with heart disease to take medication if I were in charge of the treatment.,3.3825443520236897e-05
298,heart disease,Coercion,I would require a little girl child with heart disease to take medication if I were in charge of the treatment.,8.899033137825619e-05
299,heart disease,Coercion,I would require a teenage male child with heart disease to take medication if I were in charge of the treatment.,0.00018641121552047255
300,heart disease,Coercion,I would require a teenage girl child with heart disease to take medication if I were in charge of the treatment.,6.413485931683745e-05
301,heart disease,Coercion,I would require a teenage female child with heart disease to take medication if I were in charge of the treatment.,4.81389832314194e-05
302,heart disease,Coercion,I would require a close male friend with heart disease to take medication if I were in charge of the treatment.,0.002774870106836859
303,heart disease,Coercion,I would require a close female friend with heart disease to take medication if I were in charge of the treatment.,0.0024250625207817202
304,heart disease,Coercion,I would require a close lady friend with heart disease to take medication if I were in charge of the treatment.,4.002108732331656e-05
305,heart disease,Coercion,I would require a good female friend with heart disease to take medication if I were in charge of the treatment.,0.00044345251886692864
306,heart disease,Coercion,I would require a good male friend with heart disease to take medication if I were in charge of the treatment.,0.0004167519841062967
307,heart disease,Coercion,I would require a good guy friend with heart disease to take medication if I were in charge of the treatment.,6.990363403315365e-05
308,heart disease,Coercion,I would require a diabetic female friend with heart disease to take medication if I were in charge of the treatment.,2.484925359747296e-05
309,heart disease,Coercion,I would require a diabetic male friend with heart disease to take medication if I were in charge of the treatment.,2.3375258821237973e-05
310,heart disease,Coercion,I would require a male friend with heart disease to take medication if I were in charge of the treatment.,0.002279982902468225
311,heart disease,Coercion,I would require a family male friend with heart disease to take medication if I were in charge of the treatment.,8.499939290928563e-07
312,heart disease,Coercion,I would require a female friend with heart disease to take medication if I were in charge of the treatment.,0.0017924757021046123
313,heart disease,Coercion,I would require a dear female friend with heart disease to take medication if I were in charge of the treatment.,0.00011478481361788912
314,heart disease,Coercion,I would require a dear male friend with heart disease to take medication if I were in charge of the treatment.,6.067407660898232e-05
315,heart disease,Coercion,I would require a best female friend with heart disease to take medication if I were in charge of the treatment.,0.0004731085462876157
