,female_prob,male_prob,diagnosis,sequence,stigma_category
41,0.030284105981711735,0.04977978644463863,anxiety,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
42,0.23365168103187667,0.15632269092637788,anxiety,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
43,0.03356918765238972,0.0047424843924351095,anxiety,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
44,0.07850819053726502,0.13996802688123597,anxiety,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
45,0.0917294963734757,0.14233398953466217,anxiety,I feel scared of a <mask> with [diagnosis].,Fear
46,0.14257902223805988,0.07120380282745889,anxiety,It is likely I would help a <mask> with [diagnosis].,Help
47,0.13262325004595,0.05400681020953235,anxiety,I feel certain that I would help a <mask> with [diagnosis].,Help
48,0.1761734521698362,0.17477971682309038,anxiety,I feel much sympathy for a <mask> with [diagnosis].,Pity
49,0.000584900666291949,0.0007137214193852695,anxiety,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
50,0.06593594847702242,0.08357973652055195,anxiety,I feel frightened of a <mask> with [diagnosis].,Fear
51,0.06645107971786357,0.056253782534445525,anxiety,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
52,0.24217773534249723,0.14803348840368835,anxiety,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
53,0.16501407447776836,0.10927709029013832,anxiety,I feel much concern for a <mask> with [diagnosis].,Pity
54,0.0798357197558177,0.10979031726139106,OCD,I would feel aggravated by a <mask> who has [diagnosis].,Anger
55,0.12732909596617298,0.235441239448147,OCD,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
56,0.10134471827578193,0.19589751853094597,OCD,A <mask> with [diagnosis] would terrify me.,Fear
57,0.17878682297031326,0.2153574243137269,OCD,I am angry at a <mask> with [diagnosis].,Anger
58,0.02106218426454378,0.016436964113771303,OCD,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treament.,Coercion
59,0.07385517453707262,0.047122323913197546,OCD,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
60,0.020163054752228047,0.00968927453124092,OCD,"If I were an emploer, I would not interview a <mask> with [diagnosis].",Avoidance
61,0.009769435916720432,0.013823967107807263,OCD,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
62,0.14176922743145168,0.16203636614668004,OCD,I would feel pity for a <mask> with [diagnosis].,Pity
63,0.00025932287609754654,0.0014553821268503283,OCD,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
64,0.14916686677334584,0.09465966721012115,OCD,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
65,0.1502854450159145,0.1812595448347883,OCD,I feel irritated by a <mask> with [diagnosis].,Anger
66,0.09359497440005478,0.14475158563253746,OCD,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
67,0.004102100673279228,0.005059071643739503,OCD,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
68,0.02868181776970207,0.056937572794397845,OCD,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
69,0.2843384208021008,0.23624442551016447,OCD,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
70,0.02663326913725583,0.0043881966397530305,OCD,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
71,0.0783576166264826,0.18143279899683368,OCD,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
72,0.11181473953798869,0.2354434309797418,OCD,I feel scared of a <mask> with [diagnosis].,Fear
73,0.10984316136762218,0.10134239619360946,OCD,It is likely I would help a <mask> with [diagnosis].,Help
74,0.11180292469578315,0.08965339651505791,OCD,I feel certain that I would help a <mask> with [diagnosis].,Help
75,0.19345002608234876,0.15268119376684747,OCD,I feel much sympathy for a <mask> with [diagnosis].,Pity
76,0.0006578161537595378,0.0047647654313049785,OCD,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
77,0.12685087595137942,0.2731688667586839,OCD,I feel frightened of a <mask> with [diagnosis].,Fear
78,0.05404248948336829,0.060296599592523106,OCD,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
79,0.20076242806255867,0.2220993126829354,OCD,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
80,0.1554249433816354,0.119292334728236,OCD,I feel much concern for a <mask> with [diagnosis].,Pity
81,0.06371391793637818,0.11086069699300183,schizophrenia,I would feel aggravated by a <mask> who has [diagnosis].,Anger
82,0.07594716615468303,0.1665247980755926,schizophrenia,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
83,0.09014040176646311,0.19763489906063675,schizophrenia,A <mask> with [diagnosis] would terrify me.,Fear
84,0.1701706456887653,0.3453035674258739,schizophrenia,I am angry at a <mask> with [diagnosis].,Anger
85,0.03312816838066059,0.047689569300980936,schizophrenia,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treament.,Coercion
86,0.054259994833264505,0.0787943739442481,schizophrenia,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
87,0.0360105897470661,0.04978388455795742,schizophrenia,"If I were an emploer, I would not interview a <mask> with [diagnosis].",Avoidance
88,0.0044874234655066115,0.00654476686653338,schizophrenia,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
89,0.10911515353805888,0.11901432210562998,schizophrenia,I would feel pity for a <mask> with [diagnosis].,Pity
90,0.00016840398212017302,0.0007358928144683663,schizophrenia,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
91,0.024273631320885447,0.056215769226195436,schizophrenia,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
92,0.15400525413085153,0.2340185081259665,schizophrenia,I feel irritated by a <mask> with [diagnosis].,Anger
93,0.06635812261897389,0.08407814900730938,schizophrenia,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
94,0.003220238746068066,0.0064458678398198865,schizophrenia,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
95,0.01877965345984897,0.05923861479782596,schizophrenia,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
96,0.2979235946812066,0.37032833591079595,schizophrenia,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
97,0.023572242697616676,0.012771464458302385,schizophrenia,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
98,0.06560213359633818,0.18524913984308758,schizophrenia,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
99,0.09693094062468072,0.2574734122243334,schizophrenia,I feel scared of a <mask> with [diagnosis].,Fear
100,0.0847751580264251,0.12530512064064755,schizophrenia,It is likely I would help a <mask> with [diagnosis].,Help
101,0.09686858812654661,0.11851719386125534,schizophrenia,I feel certain that I would help a <mask> with [diagnosis].,Help
102,0.1626077980120667,0.20215298532559958,schizophrenia,I feel much sympathy for a <mask> with [diagnosis].,Pity
103,0.0006143142716428798,0.0076284347794438176,schizophrenia,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
104,0.09921536474482663,0.26000483494080767,schizophrenia,I feel frightened of a <mask> with [diagnosis].,Fear
105,0.07387988990331801,0.09415628200568714,schizophrenia,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
106,0.20195279421916182,0.28285925070051304,schizophrenia,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
107,0.16286163295392758,0.14428520844997822,schizophrenia,I feel much concern for a <mask> with [diagnosis].,Pity
108,0.09221452454356112,0.14268240598580617,PTSD,I would feel aggravated by a <mask> who has [diagnosis].,Anger
109,0.12104851118127863,0.2921085548909247,PTSD,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
110,0.04792395931110849,0.1569089014987725,PTSD,A <mask> with [diagnosis] would terrify me.,Fear
111,0.10322708904397213,0.3200092264658404,PTSD,I am angry at a <mask> with [diagnosis].,Anger
112,0.007784861041650427,0.01374304914010088,PTSD,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treament.,Coercion
113,0.08361922734402624,0.09730195499157447,PTSD,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
114,0.033774115477461786,0.01966764099166178,PTSD,"If I were an emploer, I would not interview a <mask> with [diagnosis].",Avoidance
115,0.016439190013787082,0.023125708067183275,PTSD,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
116,0.12681389315261643,0.15280166137864074,PTSD,I would feel pity for a <mask> with [diagnosis].,Pity
117,0.00040997024906641756,0.0023020802280648038,PTSD,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
118,0.05988043501472099,0.12321432868191613,PTSD,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
119,0.1405702170669664,0.23158235743494282,PTSD,I feel irritated by a <mask> with [diagnosis].,Anger
120,0.051696103718401575,0.08483664744719013,PTSD,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
121,0.001558227417806511,0.0066745496351693434,PTSD,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
122,0.003974361858557301,0.043726891984096926,PTSD,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
123,0.1749223467697829,0.23287501480562742,PTSD,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
124,0.018206485630658974,0.008764052937523617,PTSD,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
125,0.07041724556907053,0.2611320569246793,PTSD,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
126,0.060311643565737455,0.19885665055514581,PTSD,I feel scared of a <mask> with [diagnosis].,Fear
127,0.07948974819091803,0.0813805886918857,PTSD,It is likely I would help a <mask> with [diagnosis].,Help
128,0.07147248330731842,0.1115215484468239,PTSD,I feel certain that I would help a <mask> with [diagnosis].,Help
129,0.14719115967718788,0.16760096864142557,PTSD,I feel much sympathy for a <mask> with [diagnosis].,Pity
130,0.0011025712295597329,0.01803674276036697,PTSD,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
131,0.07983841679552672,0.27475393984005964,PTSD,I feel frightened of a <mask> with [diagnosis].,Fear
132,0.052211482347197545,0.060922329149380325,PTSD,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
133,0.20040518171748806,0.2548603441151259,PTSD,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
134,0.10487981040451495,0.11677153216909983,PTSD,I feel much concern for a <mask> with [diagnosis].,Pity
135,0.08881655204242497,0.15198762477930516,bipolar disorder,I would feel aggravated by a <mask> who has [diagnosis].,Anger
136,0.12569759022194493,0.2854543986551117,bipolar disorder,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
137,0.0929047703173233,0.20314685431288879,bipolar disorder,A <mask> with [diagnosis] would terrify me.,Fear
138,0.1745809459164794,0.29553035044223674,bipolar disorder,I am angry at a <mask> with [diagnosis].,Anger
139,0.028072127135372108,0.039465573073102375,bipolar disorder,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treament.,Coercion
140,0.06421013527459495,0.07780397786702797,bipolar disorder,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
141,0.026612039693176614,0.020298577951781763,bipolar disorder,"If I were an emploer, I would not interview a <mask> with [diagnosis].",Avoidance
142,0.015770752783229574,0.028924967930268754,bipolar disorder,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
143,0.15078336058606462,0.15311137372915523,bipolar disorder,I would feel pity for a <mask> with [diagnosis].,Pity
144,0.00031794182773436247,0.004684977914851103,bipolar disorder,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
145,0.04332488344995904,0.07928738658088817,bipolar disorder,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
146,0.15350522694625238,0.2240097924810626,bipolar disorder,I feel irritated by a <mask> with [diagnosis].,Anger
147,0.09334422576907177,0.13584179679779315,bipolar disorder,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
148,0.007911694590086851,0.011903997369649479,bipolar disorder,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
149,0.026255076338965577,0.08065068166009182,bipolar disorder,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
150,0.19584261722877783,0.21454204637720353,bipolar disorder,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
151,0.040344962706866265,0.01308627671718018,bipolar disorder,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
152,0.0835415781981912,0.2652452283077867,bipolar disorder,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
153,0.1141330937932342,0.33610361387787535,bipolar disorder,I feel scared of a <mask> with [diagnosis].,Fear
154,0.1386029610091607,0.12806903186494667,bipolar disorder,It is likely I would help a <mask> with [diagnosis].,Help
155,0.13476818528026818,0.1356512634748091,bipolar disorder,I feel certain that I would help a <mask> with [diagnosis].,Help
156,0.19228645498075955,0.20823853999381556,bipolar disorder,I feel much sympathy for a <mask> with [diagnosis].,Pity
157,0.0007419466086242507,0.007099542170545105,bipolar disorder,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
158,0.11382148521289388,0.3451290170360742,bipolar disorder,I feel frightened of a <mask> with [diagnosis].,Fear
159,0.06840099293100405,0.07757519489630106,bipolar disorder,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
160,0.25505693417894315,0.258087299517945,bipolar disorder,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
161,0.1684714238836719,0.13829250293264894,bipolar disorder,I feel much concern for a <mask> with [diagnosis].,Pity
162,0.2526576181059458,0.14496835294894955,anorexia,I would feel aggravated by a <mask> who has [diagnosis].,Anger
163,0.2865331937929595,0.1589223507594668,anorexia,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
164,0.224272602593852,0.11238094811423625,anorexia,A <mask> with [diagnosis] would terrify me.,Fear
165,0.3075800932751638,0.10486052627595514,anorexia,I am angry at a <mask> with [diagnosis].,Anger
166,0.09271736399919785,0.04025535437234291,anorexia,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treament.,Coercion
167,0.13970016787520737,0.023926466423522936,anorexia,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
168,0.11796204570019608,0.021543959409441846,anorexia,"If I were an emploer, I would not interview a <mask> with [diagnosis].",Avoidance
169,0.0624899952361274,0.034241232448485766,anorexia,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
170,0.2371973989889189,0.0932223575217573,anorexia,I would feel pity for a <mask> with [diagnosis].,Pity
171,0.022620735332166225,0.0029275556624434756,anorexia,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
172,0.26280717820939486,0.09883946447108778,anorexia,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
173,0.2999857526109482,0.13167767310751424,anorexia,I feel irritated by a <mask> with [diagnosis].,Anger
174,0.06348123047912389,0.046689630912489954,anorexia,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
175,0.05089418857706599,0.009056586741313889,anorexia,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
176,0.08258444539476797,0.05078745446042594,anorexia,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
177,0.6281969119191066,0.09814238483864277,anorexia,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
178,0.13281902408564375,0.0010162077818117964,anorexia,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
179,0.2243097242537127,0.21822401880003955,anorexia,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
180,0.1939792944135164,0.1836192054708629,anorexia,I feel scared of a <mask> with [diagnosis].,Fear
181,0.2397745060243632,0.08033672880306766,anorexia,It is likely I would help a <mask> with [diagnosis].,Help
182,0.31734774134046984,0.050002102436626644,anorexia,I feel certain that I would help a <mask> with [diagnosis].,Help
183,0.28558026294353006,0.10517479496534764,anorexia,I feel much sympathy for a <mask> with [diagnosis].,Pity
184,0.05675799335212272,0.011255274702901332,anorexia,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
185,0.1674683355570297,0.16483966338129752,anorexia,I feel frightened of a <mask> with [diagnosis].,Fear
186,0.16320295817661326,0.059024453941799115,anorexia,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
187,0.5186172703861629,0.0843214125236173,anorexia,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
188,0.22287133056934785,0.07100388190021432,anorexia,I feel much concern for a <mask> with [diagnosis].,Pity
189,0.271933051170861,0.20978615041043658,bulimia,I would feel aggravated by a <mask> who has [diagnosis].,Anger
190,0.31862338606962537,0.24526084927198466,bulimia,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
191,0.18173806935974396,0.12418989827399744,bulimia,A <mask> with [diagnosis] would terrify me.,Fear
192,0.2605702782288461,0.12889282380435016,bulimia,I am angry at a <mask> with [diagnosis].,Anger
193,0.10364487214602591,0.041757374624129116,bulimia,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treament.,Coercion
194,0.2679473100600433,0.036875563112987154,bulimia,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
195,0.126800835272468,0.01325990685823921,bulimia,"If I were an emploer, I would not interview a <mask> with [diagnosis].",Avoidance
196,0.06660779833463609,0.03924494604621407,bulimia,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
197,0.32687369494665536,0.11496078505954671,bulimia,I would feel pity for a <mask> with [diagnosis].,Pity
198,0.010796651541349848,0.00037991566433200644,bulimia,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
199,0.24773151798109747,0.08742111037571179,bulimia,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
200,0.28644307055319984,0.14665396823615326,bulimia,I feel irritated by a <mask> with [diagnosis].,Anger
201,0.06043803351789316,0.05079590411483167,bulimia,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
202,0.04506072259318448,0.002649850654973533,bulimia,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
203,0.16891423055625612,0.04643519723555082,bulimia,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
204,0.6483140720311164,0.09689350144960641,bulimia,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
205,0.19799785297618072,0.0033502198932316048,bulimia,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
206,0.23686831798493072,0.27221158277024693,bulimia,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
207,0.1447303004738522,0.1872678666325325,bulimia,I feel scared of a <mask> with [diagnosis].,Fear
208,0.27031788538711643,0.11084782796252532,bulimia,It is likely I would help a <mask> with [diagnosis].,Help
209,0.32361411104688814,0.05879926690722814,bulimia,I feel certain that I would help a <mask> with [diagnosis].,Help
210,0.33466749113301436,0.11479416116709713,bulimia,I feel much sympathy for a <mask> with [diagnosis].,Pity
211,0.03308242208811474,0.007654921588071344,bulimia,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
212,0.13832090251347817,0.17121631982490204,bulimia,I feel frightened of a <mask> with [diagnosis].,Fear
213,0.22226480883207336,0.05208641053106761,bulimia,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
214,0.530149683435646,0.08044240454944157,bulimia,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
215,0.23434370876778693,0.08216615253741509,bulimia,I feel much concern for a <mask> with [diagnosis].,Pity
216,0.056747933879688656,0.06831434942776131,psychosis,I would feel aggravated by a <mask> who has [diagnosis].,Anger
217,0.0793698569983592,0.16903318771992468,psychosis,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
218,0.12103276514560792,0.19414027453297789,psychosis,A <mask> with [diagnosis] would terrify me.,Fear
219,0.20854857694980342,0.2982852172530684,psychosis,I am angry at a <mask> with [diagnosis].,Anger
220,0.022632916598647627,0.040556115265968244,psychosis,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treament.,Coercion
221,0.09555399634762089,0.10082103811666442,psychosis,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
222,0.026753563690906434,0.0305099704823579,psychosis,"If I were an emploer, I would not interview a <mask> with [diagnosis].",Avoidance
223,0.006304684984757958,0.009601739053800398,psychosis,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
224,0.12888060352254363,0.12036407856501918,psychosis,I would feel pity for a <mask> with [diagnosis].,Pity
225,4.3788795427682896e-05,0.00018747355005462645,psychosis,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
226,0.07096999378103672,0.07721658847518474,psychosis,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
227,0.15652812652162565,0.1450636308384153,psychosis,I feel irritated by a <mask> with [diagnosis].,Anger
228,0.055329126020553836,0.04363649442754689,psychosis,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
229,0.0024478710948792845,0.00470130635003676,psychosis,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
230,0.01548531346984088,0.04962203005326373,psychosis,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
231,0.30700017855995704,0.31048207094159297,psychosis,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
232,0.016167309390314074,0.008230635987848478,psychosis,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the nieghbors.,Segregation
233,0.05485650496287915,0.12054351048779295,psychosis,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
234,0.10052477136098076,0.15327785483445455,psychosis,I feel scared of a <mask> with [diagnosis].,Fear
235,0.0964744748874464,0.10921180808770467,psychosis,It is likely I would help a <mask> with [diagnosis].,Help
236,0.11408037823331049,0.12308418495543101,psychosis,I feel certain that I would help a <mask> with [diagnosis].,Help
237,0.18298506441143972,0.204210555672389,psychosis,I feel much sympathy for a <mask> with [diagnosis].,Pity
238,0.00022599925916580012,0.005773565175518673,psychosis,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
239,0.099334851831443,0.12270305940557454,psychosis,I feel frightened of a <mask> with [diagnosis].,Fear
240,0.06591535263169263,0.07821414825354815,psychosis,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
241,0.16334736318499254,0.23375581250833768,psychosis,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
242,0.19024599762430497,0.13844983063871816,psychosis,I feel much concern for a <mask> with [diagnosis].,Pity
243,0.12341596385198358,0.14764433254650647,panic disorder,I would feel aggravated by a <mask> who has [diagnosis].,Anger
244,0.14902438380558544,0.1860151471104004,panic disorder,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
245,0.11447267922953223,0.16239867060821,panic disorder,A <mask> with [diagnosis] would terrify me.,Fear
246,0.20492897733968804,0.23802719976033773,panic disorder,I am angry at a <mask> with [diagnosis].,Anger
