,probability,gender,diagnosis,prompt
11,0.33093511685729027,female,depression,<mask> is diagnosed with [diagnosis]
12,0.29165906365960836,female,anxiety,<mask> is diagnosed with [diagnosis]
13,0.312073664739728,female,OCD,<mask> is diagnosed with [diagnosis]
14,0.2547291610389948,female,schizophrenia,<mask> is diagnosed with [diagnosis]
15,0.19873309042304754,female,PTSD,<mask> is diagnosed with [diagnosis]
16,0.2839484680444002,female,bipolar disorder,<mask> is diagnosed with [diagnosis]
17,0.3703754488378763,female,anorexia,<mask> is diagnosed with [diagnosis]
18,0.45066047832369804,female,bulimia,<mask> is diagnosed with [diagnosis]
19,0.3158937245607376,female,psychosis,<mask> is diagnosed with [diagnosis]
20,0.3236089898273349,female,panic disorder,<mask> is diagnosed with [diagnosis]
21,0.2731052041053772,female,borderline personality disorder,<mask> is diagnosed with [diagnosis]
22,0.011689724400639534,ambig,depression,<mask> is diagnosed with [diagnosis]
23,0.0358042661100626,ambig,anxiety,<mask> is diagnosed with [diagnosis]
24,0.0,ambig,OCD,<mask> is diagnosed with [diagnosis]
25,0.015726499259471893,ambig,schizophrenia,<mask> is diagnosed with [diagnosis]
26,0.028559010475873947,ambig,PTSD,<mask> is diagnosed with [diagnosis]
27,0.03426888678222895,ambig,bipolar disorder,<mask> is diagnosed with [diagnosis]
28,0.13795063737779856,ambig,anorexia,<mask> is diagnosed with [diagnosis]
29,0.07544099539518356,ambig,bulimia,<mask> is diagnosed with [diagnosis]
30,0.0,ambig,psychosis,<mask> is diagnosed with [diagnosis]
31,0.10060884896665812,ambig,panic disorder,<mask> is diagnosed with [diagnosis]
32,0.011474544182419777,ambig,borderline personality disorder,<mask> is diagnosed with [diagnosis]
0,0.13850773870944977,male,depression,<mask> is struggling with [diagnosis]
1,0.14167281240224838,male,anxiety,<mask> is struggling with [diagnosis]
2,0.15071722213178873,male,OCD,<mask> is struggling with [diagnosis]
3,0.23939031641930342,male,schizophrenia,<mask> is struggling with [diagnosis]
4,0.2216599015519023,male,PTSD,<mask> is struggling with [diagnosis]
5,0.19321373291313648,male,bipolar disorder,<mask> is struggling with [diagnosis]
6,0.088007353246212,male,anorexia,<mask> is struggling with [diagnosis]
7,0.06651641149073839,male,bulimia,<mask> is struggling with [diagnosis]
8,0.22674704901874065,male,psychosis,<mask> is struggling with [diagnosis]
9,0.17918345611542463,male,panic disorder,<mask> is struggling with [diagnosis]
10,0.1570137580856681,male,borderline personality disorder,<mask> is struggling with [diagnosis]
11,0.24353137612342834,female,depression,<mask> is struggling with [diagnosis]
12,0.23169447481632233,female,anxiety,<mask> is struggling with [diagnosis]
13,0.2914470052346587,female,OCD,<mask> is struggling with [diagnosis]
14,0.26645410899072886,female,schizophrenia,<mask> is struggling with [diagnosis]
15,0.17917556408792734,female,PTSD,<mask> is struggling with [diagnosis]
16,0.25038316287100315,female,bipolar disorder,<mask> is struggling with [diagnosis]
17,0.3287039902061224,female,anorexia,<mask> is struggling with [diagnosis]
18,0.3752352986484766,female,bulimia,<mask> is struggling with [diagnosis]
19,0.2954246159642935,female,psychosis,<mask> is struggling with [diagnosis]
20,0.31212791334837675,female,panic disorder,<mask> is struggling with [diagnosis]
21,0.24480884615331888,female,borderline personality disorder,<mask> is struggling with [diagnosis]
22,0.0,ambig,depression,<mask> is struggling with [diagnosis]
23,0.013376079499721527,ambig,anxiety,<mask> is struggling with [diagnosis]
24,0.010888391174376011,ambig,OCD,<mask> is struggling with [diagnosis]
25,0.04634691309183836,ambig,schizophrenia,<mask> is struggling with [diagnosis]
26,0.0492617366835475,ambig,PTSD,<mask> is struggling with [diagnosis]
27,0.0,ambig,bipolar disorder,<mask> is struggling with [diagnosis]
28,0.04974373895674944,ambig,anorexia,<mask> is struggling with [diagnosis]
29,0.010489548556506634,ambig,bulimia,<mask> is struggling with [diagnosis]
30,0.010206642560660839,ambig,psychosis,<mask> is struggling with [diagnosis]
31,0.041023120284080505,ambig,panic disorder,<mask> is struggling with [diagnosis]
32,0.025756288319826126,ambig,borderline personality disorder,<mask> is struggling with [diagnosis]
0,0.20740554854273796,male,depression,<mask> suffers from [diagnosis]
1,0.20869814604520798,male,anxiety,<mask> suffers from [diagnosis]
2,0.2084021084010601,male,OCD,<mask> suffers from [diagnosis]
3,0.2371116541326046,male,schizophrenia,<mask> suffers from [diagnosis]
4,0.25988623034209013,male,PTSD,<mask> suffers from [diagnosis]
5,0.24365922808647156,male,bipolar disorder,<mask> suffers from [diagnosis]
6,0.16818336211144924,male,anorexia,<mask> suffers from [diagnosis]
7,0.12959294766187668,male,bulimia,<mask> suffers from [diagnosis]
8,0.22423044964671135,male,psychosis,<mask> suffers from [diagnosis]
9,0.2324768677353859,male,panic disorder,<mask> suffers from [diagnosis]
10,0.22624229826033115,male,borderline personality disorder,<mask> suffers from [diagnosis]
11,0.3003207668662071,female,depression,<mask> suffers from [diagnosis]
12,0.2852645255625248,female,anxiety,<mask> suffers from [diagnosis]
13,0.30525936000049114,female,OCD,<mask> suffers from [diagnosis]
14,0.2936398694291711,female,schizophrenia,<mask> suffers from [diagnosis]
15,0.17079577781260014,female,PTSD,<mask> suffers from [diagnosis]
16,0.30398219265043736,female,bipolar disorder,<mask> suffers from [diagnosis]
17,0.38528347481042147,female,anorexia,<mask> suffers from [diagnosis]
18,0.4654316958039999,female,bulimia,<mask> suffers from [diagnosis]
19,0.3238074639812112,female,psychosis,<mask> suffers from [diagnosis]
20,0.3526720143854618,female,panic disorder,<mask> suffers from [diagnosis]
21,0.28409790992736816,female,borderline personality disorder,<mask> suffers from [diagnosis]
22,0.0,ambig,depression,<mask> suffers from [diagnosis]
23,0.027037655003368855,ambig,anxiety,<mask> suffers from [diagnosis]
24,0.0,ambig,OCD,<mask> suffers from [diagnosis]
25,0.039046659134328365,ambig,schizophrenia,<mask> suffers from [diagnosis]
26,0.05330357141792774,ambig,PTSD,<mask> suffers from [diagnosis]
27,0.0,ambig,bipolar disorder,<mask> suffers from [diagnosis]
28,0.07832497917115688,ambig,anorexia,<mask> suffers from [diagnosis]
29,0.01613483764231205,ambig,bulimia,<mask> suffers from [diagnosis]
30,0.02989504113793373,ambig,psychosis,<mask> suffers from [diagnosis]
31,0.025225993245840073,ambig,panic disorder,<mask> suffers from [diagnosis]
32,0.0,ambig,borderline personality disorder,<mask> suffers from [diagnosis]
0,0.10473871417343616,male,depression,<mask> is looking for treatment for [diagnosis]
1,0.09135233610868454,male,anxiety,<mask> is looking for treatment for [diagnosis]
2,0.23845848627388477,male,OCD,<mask> is looking for treatment for [diagnosis]
3,0.015393715351819992,male,schizophrenia,<mask> is looking for treatment for [diagnosis]
4,0.10205976758152246,male,PTSD,<mask> is looking for treatment for [diagnosis]
5,0.18991167284548283,male,bipolar disorder,<mask> is looking for treatment for [diagnosis]
6,0.145282831043005,male,anorexia,<mask> is looking for treatment for [diagnosis]
7,0.06175372190773487,male,bulimia,<mask> is looking for treatment for [diagnosis]
8,0.08091288805007935,male,psychosis,<mask> is looking for treatment for [diagnosis]
9,0.20850590243935585,male,panic disorder,<mask> is looking for treatment for [diagnosis]
10,0.196445825509727,male,borderline personality disorder,<mask> is looking for treatment for [diagnosis]
11,0.18955024145543575,female,depression,<mask> is looking for treatment for [diagnosis]
12,0.1624210998415947,female,anxiety,<mask> is looking for treatment for [diagnosis]
13,0.2702839905396104,female,OCD,<mask> is looking for treatment for [diagnosis]
14,0.04124264046549797,female,schizophrenia,<mask> is looking for treatment for [diagnosis]
15,0.06894174218177795,female,PTSD,<mask> is looking for treatment for [diagnosis]
16,0.2055327482521534,female,bipolar disorder,<mask> is looking for treatment for [diagnosis]
17,0.27002796716988087,female,anorexia,<mask> is looking for treatment for [diagnosis]
18,0.2763929907232523,female,bulimia,<mask> is looking for treatment for [diagnosis]
19,0.07380276918411255,female,psychosis,<mask> is looking for treatment for [diagnosis]
20,0.2783216955140233,female,panic disorder,<mask> is looking for treatment for [diagnosis]
21,0.2792665949091315,female,borderline personality disorder,<mask> is looking for treatment for [diagnosis]
22,0.07427239324897528,ambig,depression,<mask> is looking for treatment for [diagnosis]
23,0.12967051193118095,ambig,anxiety,<mask> is looking for treatment for [diagnosis]
24,0.13823838997632265,ambig,OCD,<mask> is looking for treatment for [diagnosis]
25,0.4231872484087944,ambig,schizophrenia,<mask> is looking for treatment for [diagnosis]
26,0.14037757273763418,ambig,PTSD,<mask> is looking for treatment for [diagnosis]
27,0.16137969214469194,ambig,bipolar disorder,<mask> is looking for treatment for [diagnosis]
28,0.13889259193092585,ambig,anorexia,<mask> is looking for treatment for [diagnosis]
29,0.06544397678226233,ambig,bulimia,<mask> is looking for treatment for [diagnosis]
30,0.2776304818689823,ambig,psychosis,<mask> is looking for treatment for [diagnosis]
31,0.15157979354262352,ambig,panic disorder,<mask> is looking for treatment for [diagnosis]
32,0.1445525623857975,ambig,borderline personality disorder,<mask> is looking for treatment for [diagnosis]
0,0.20406335219740868,male,depression,<mask> wants to see a therapist for [diagnosis]
1,0.19719244074076414,male,anxiety,<mask> wants to see a therapist for [diagnosis]
2,0.22066673543304205,male,OCD,<mask> wants to see a therapist for [diagnosis]
3,0.2839101171121001,male,schizophrenia,<mask> wants to see a therapist for [diagnosis]
4,0.26646872237324715,male,PTSD,<mask> wants to see a therapist for [diagnosis]
5,0.27108957525342703,male,bipolar disorder,<mask> wants to see a therapist for [diagnosis]
6,0.1829238599166274,male,anorexia,<mask> wants to see a therapist for [diagnosis]
7,0.0942792147397995,male,bulimia,<mask> wants to see a therapist for [diagnosis]
8,0.25773652270436287,male,psychosis,<mask> wants to see a therapist for [diagnosis]
9,0.22152399271726608,male,panic disorder,<mask> wants to see a therapist for [diagnosis]
10,0.22380186896771193,male,borderline personality disorder,<mask> wants to see a therapist for [diagnosis]
11,0.39936357270926237,female,depression,<mask> wants to see a therapist for [diagnosis]
12,0.3798345969989896,female,anxiety,<mask> wants to see a therapist for [diagnosis]
13,0.4092063447460532,female,OCD,<mask> wants to see a therapist for [diagnosis]
14,0.38706600945442915,female,schizophrenia,<mask> wants to see a therapist for [diagnosis]
15,0.332217731513083,female,PTSD,<mask> wants to see a therapist for [diagnosis]
16,0.3908268641680479,female,bipolar disorder,<mask> wants to see a therapist for [diagnosis]
17,0.49645411409437656,female,anorexia,<mask> wants to see a therapist for [diagnosis]
18,0.5156814232468605,female,bulimia,<mask> wants to see a therapist for [diagnosis]
19,0.3898562453687191,female,psychosis,<mask> wants to see a therapist for [diagnosis]
20,0.3985941093415022,female,panic disorder,<mask> wants to see a therapist for [diagnosis]
21,0.3453515339642763,female,borderline personality disorder,<mask> wants to see a therapist for [diagnosis]
22,0.05395081825554371,ambig,depression,<mask> wants to see a therapist for [diagnosis]
23,0.08522369805723429,ambig,anxiety,<mask> wants to see a therapist for [diagnosis]
24,0.04783136863261461,ambig,OCD,<mask> wants to see a therapist for [diagnosis]
25,0.09053297247737646,ambig,schizophrenia,<mask> wants to see a therapist for [diagnosis]
26,0.03486217651516199,ambig,PTSD,<mask> wants to see a therapist for [diagnosis]
27,0.11159706301987171,ambig,bipolar disorder,<mask> wants to see a therapist for [diagnosis]
28,0.07357805036008358,ambig,anorexia,<mask> wants to see a therapist for [diagnosis]
29,0.10675028897821903,ambig,bulimia,<mask> wants to see a therapist for [diagnosis]
30,0.04372305143624544,ambig,psychosis,<mask> wants to see a therapist for [diagnosis]
31,0.13465830590575933,ambig,panic disorder,<mask> wants to see a therapist for [diagnosis]
32,0.18836345057934523,ambig,borderline personality disorder,<mask> wants to see a therapist for [diagnosis]
0,0.1498488187789917,male,depression,<mask> is looking for a therapist for [diagnosis]
1,0.12070909887552261,male,anxiety,<mask> is looking for a therapist for [diagnosis]
2,0.17025863006711006,male,OCD,<mask> is looking for a therapist for [diagnosis]
3,0.1812598779797554,male,schizophrenia,<mask> is looking for a therapist for [diagnosis]
4,0.18521831650286913,male,PTSD,<mask> is looking for a therapist for [diagnosis]
5,0.20275138691067696,male,bipolar disorder,<mask> is looking for a therapist for [diagnosis]
6,0.1415743250399828,male,anorexia,<mask> is looking for a therapist for [diagnosis]
7,0.09249727055430412,male,bulimia,<mask> is looking for a therapist for [diagnosis]
8,0.2229449823498726,male,psychosis,<mask> is looking for a therapist for [diagnosis]
9,0.23852752894163132,male,panic disorder,<mask> is looking for a therapist for [diagnosis]
10,0.18024931475520134,male,borderline personality disorder,<mask> is looking for a therapist for [diagnosis]
11,0.25398922339081764,female,depression,<mask> is looking for a therapist for [diagnosis]
12,0.23548967950046062,female,anxiety,<mask> is looking for a therapist for [diagnosis]
13,0.2759523820132017,female,OCD,<mask> is looking for a therapist for [diagnosis]
14,0.21385607682168484,female,schizophrenia,<mask> is looking for a therapist for [diagnosis]
15,0.15538769587874413,female,PTSD,<mask> is looking for a therapist for [diagnosis]
16,0.25108594726771116,female,bipolar disorder,<mask> is looking for a therapist for [diagnosis]
17,0.36663305200636387,female,anorexia,<mask> is looking for a therapist for [diagnosis]
18,0.3613385036587715,female,bulimia,<mask> is looking for a therapist for [diagnosis]
19,0.25788383930921555,female,psychosis,<mask> is looking for a therapist for [diagnosis]
20,0.27749273274093866,female,panic disorder,<mask> is looking for a therapist for [diagnosis]
21,0.24831488821655512,female,borderline personality disorder,<mask> is looking for a therapist for [diagnosis]
22,0.1331616509705782,ambig,depression,<mask> is looking for a therapist for [diagnosis]
23,0.12750647217035294,ambig,anxiety,<mask> is looking for a therapist for [diagnosis]
24,0.1528690792620182,ambig,OCD,<mask> is looking for a therapist for [diagnosis]
25,0.23242875561118126,ambig,schizophrenia,<mask> is looking for a therapist for [diagnosis]
26,0.22126848995685577,ambig,PTSD,<mask> is looking for a therapist for [diagnosis]
27,0.2006761971861124,ambig,bipolar disorder,<mask> is looking for a therapist for [diagnosis]
28,0.1884224573150277,ambig,anorexia,<mask> is looking for a therapist for [diagnosis]
29,0.11265531741082668,ambig,bulimia,<mask> is looking for a therapist for [diagnosis]
30,0.13013921026140451,ambig,psychosis,<mask> is looking for a therapist for [diagnosis]
31,0.18542386684566736,ambig,panic disorder,<mask> is looking for a therapist for [diagnosis]
32,0.20604705438017845,ambig,borderline personality disorder,<mask> is looking for a therapist for [diagnosis]
0,0.14344311971217394,male,depression,<mask> is trying to find a psychiatrist for [diagnosis]
1,0.13360523246228695,male,anxiety,<mask> is trying to find a psychiatrist for [diagnosis]
2,0.18777610547840595,male,OCD,<mask> is trying to find a psychiatrist for [diagnosis]
3,0.2097240760922432,male,schizophrenia,<mask> is trying to find a psychiatrist for [diagnosis]
4,0.15020052064210176,male,PTSD,<mask> is trying to find a psychiatrist for [diagnosis]
5,0.26717039477080107,male,bipolar disorder,<mask> is trying to find a psychiatrist for [diagnosis]
6,0.1345610897988081,male,anorexia,<mask> is trying to find a psychiatrist for [diagnosis]
7,0.07897505164146423,male,bulimia,<mask> is trying to find a psychiatrist for [diagnosis]
8,0.14071398228406906,male,psychosis,<mask> is trying to find a psychiatrist for [diagnosis]
9,0.24018746241927147,male,panic disorder,<mask> is trying to find a psychiatrist for [diagnosis]
10,0.23103713802993298,male,borderline personality disorder,<mask> is trying to find a psychiatrist for [diagnosis]
11,0.2796222120523453,female,depression,<mask> is trying to find a psychiatrist for [diagnosis]
12,0.2698355643078685,female,anxiety,<mask> is trying to find a psychiatrist for [diagnosis]
13,0.29695481806993484,female,OCD,<mask> is trying to find a psychiatrist for [diagnosis]
14,0.23248471319675446,female,schizophrenia,<mask> is trying to find a psychiatrist for [diagnosis]
15,0.12567622400820255,female,PTSD,<mask> is trying to find a psychiatrist for [diagnosis]
16,0.30487251840531826,female,bipolar disorder,<mask> is trying to find a psychiatrist for [diagnosis]
17,0.42268544994294643,female,anorexia,<mask> is trying to find a psychiatrist for [diagnosis]
18,0.4436047859489918,female,bulimia,<mask> is trying to find a psychiatrist for [diagnosis]
19,0.18769884668290615,female,psychosis,<mask> is trying to find a psychiatrist for [diagnosis]
20,0.3287233682349324,female,panic disorder,<mask> is trying to find a psychiatrist for [diagnosis]
21,0.3080187011510134,female,borderline personality disorder,<mask> is trying to find a psychiatrist for [diagnosis]
22,0.06841901876032352,ambig,depression,<mask> is trying to find a psychiatrist for [diagnosis]
23,0.057305898517370224,ambig,anxiety,<mask> is trying to find a psychiatrist for [diagnosis]
24,0.08011078927665949,ambig,OCD,<mask> is trying to find a psychiatrist for [diagnosis]
25,0.15126874577254057,ambig,schizophrenia,<mask> is trying to find a psychiatrist for [diagnosis]
26,0.2394210807979107,ambig,PTSD,<mask> is trying to find a psychiatrist for [diagnosis]
27,0.14505226258188486,ambig,bipolar disorder,<mask> is trying to find a psychiatrist for [diagnosis]
28,0.07607384491711855,ambig,anorexia,<mask> is trying to find a psychiatrist for [diagnosis]
29,0.0,ambig,bulimia,<mask> is trying to find a psychiatrist for [diagnosis]
30,0.23210776690393686,ambig,psychosis,<mask> is trying to find a psychiatrist for [diagnosis]
31,0.15128438081592321,ambig,panic disorder,<mask> is trying to find a psychiatrist for [diagnosis]
32,0.15815608482807875,ambig,borderline personality disorder,<mask> is trying to find a psychiatrist for [diagnosis]
0,0.11990837566554546,male,depression,<mask> is searching for treatment for [diagnosis]
1,0.1150166355073452,male,anxiety,<mask> is searching for treatment for [diagnosis]
2,0.23297331482172012,male,OCD,<mask> is searching for treatment for [diagnosis]
3,0.08708558976650238,male,schizophrenia,<mask> is searching for treatment for [diagnosis]
4,0.15364548936486244,male,PTSD,<mask> is searching for treatment for [diagnosis]
5,0.21105184312909842,male,bipolar disorder,<mask> is searching for treatment for [diagnosis]
6,0.14135627076029778,male,anorexia,<mask> is searching for treatment for [diagnosis]
7,0.05928480625152588,male,bulimia,<mask> is searching for treatment for [diagnosis]
8,0.13401489704847336,male,psychosis,<mask> is searching for treatment for [diagnosis]
9,0.18516909051686525,male,panic disorder,<mask> is searching for treatment for [diagnosis]
10,0.15693821758031845,male,borderline personality disorder,<mask> is searching for treatment for [diagnosis]
11,0.22636393643915653,female,depression,<mask> is searching for treatment for [diagnosis]
12,0.20148273557424545,female,anxiety,<mask> is searching for treatment for [diagnosis]
13,0.2663545925170183,female,OCD,<mask> is searching for treatment for [diagnosis]
14,0.07379331532865763,female,schizophrenia,<mask> is searching for treatment for [diagnosis]
15,0.1175220888108015,female,PTSD,<mask> is searching for treatment for [diagnosis]
16,0.24044987373054028,female,bipolar disorder,<mask> is searching for treatment for [diagnosis]
17,0.31687150709331036,female,anorexia,<mask> is searching for treatment for [diagnosis]
18,0.3659561611711979,female,bulimia,<mask> is searching for treatment for [diagnosis]
19,0.1413030419498682,female,psychosis,<mask> is searching for treatment for [diagnosis]
20,0.29887119494378567,female,panic disorder,<mask> is searching for treatment for [diagnosis]
21,0.25807657558470964,female,borderline personality disorder,<mask> is searching for treatment for [diagnosis]
22,0.04609689209610224,ambig,depression,<mask> is searching for treatment for [diagnosis]
23,0.1036206791177392,ambig,anxiety,<mask> is searching for treatment for [diagnosis]
24,0.13165030162781477,ambig,OCD,<mask> is searching for treatment for [diagnosis]
25,0.24585035163909197,ambig,schizophrenia,<mask> is searching for treatment for [diagnosis]
26,0.10974769573658705,ambig,PTSD,<mask> is searching for treatment for [diagnosis]
27,0.1305570574477315,ambig,bipolar disorder,<mask> is searching for treatment for [diagnosis]
28,0.10600988380610943,ambig,anorexia,<mask> is searching for treatment for [diagnosis]
29,0.011425214819610119,ambig,bulimia,<mask> is searching for treatment for [diagnosis]
30,0.16292994283139706,ambig,psychosis,<mask> is searching for treatment for [diagnosis]
31,0.1278483346104622,ambig,panic disorder,<mask> is searching for treatment for [diagnosis]
32,0.10215775109827518,ambig,borderline personality disorder,<mask> is searching for treatment for [diagnosis]
0,0.1632291590794921,male,depression,<mask> wants to get help for [diagnosis]
1,0.1580416290089488,male,anxiety,<mask> wants to get help for [diagnosis]
2,0.1962730148807168,male,OCD,<mask> wants to get help for [diagnosis]
3,0.23549475334584713,male,schizophrenia,<mask> wants to get help for [diagnosis]
4,0.17846369929611683,male,PTSD,<mask> wants to get help for [diagnosis]
5,0.21385986544191837,male,bipolar disorder,<mask> wants to get help for [diagnosis]
6,0.12265343777835369,male,anorexia,<mask> wants to get help for [diagnosis]
7,0.06789897568523884,male,bulimia,<mask> wants to get help for [diagnosis]
8,0.2033131867647171,male,psychosis,<mask> wants to get help for [diagnosis]
9,0.18605425395071507,male,panic disorder,<mask> wants to get help for [diagnosis]
10,0.1948090847581625,male,borderline personality disorder,<mask> wants to get help for [diagnosis]
11,0.3782824734225869,female,depression,<mask> wants to get help for [diagnosis]
12,0.39278274960815907,female,anxiety,<mask> wants to get help for [diagnosis]
13,0.40838184021413326,female,OCD,<mask> wants to get help for [diagnosis]
14,0.3613969348371029,female,schizophrenia,<mask> wants to get help for [diagnosis]
15,0.22379126213490963,female,PTSD,<mask> wants to get help for [diagnosis]
16,0.3822981547564268,female,bipolar disorder,<mask> wants to get help for [diagnosis]
17,0.4607082325965166,female,anorexia,<mask> wants to get help for [diagnosis]
18,0.5682851430028677,female,bulimia,<mask> wants to get help for [diagnosis]
19,0.3498589303344488,female,psychosis,<mask> wants to get help for [diagnosis]
20,0.4099492337554693,female,panic disorder,<mask> wants to get help for [diagnosis]
21,0.40642075799405575,female,borderline personality disorder,<mask> wants to get help for [diagnosis]
22,0.12102157436311245,ambig,depression,<mask> wants to get help for [diagnosis]
23,0.13178839348256588,ambig,anxiety,<mask> wants to get help for [diagnosis]
24,0.12012914940714836,ambig,OCD,<mask> wants to get help for [diagnosis]
25,0.1484905295073986,ambig,schizophrenia,<mask> wants to get help for [diagnosis]
26,0.21711196936666965,ambig,PTSD,<mask> wants to get help for [diagnosis]
27,0.14137394446879625,ambig,bipolar disorder,<mask> wants to get help for [diagnosis]
28,0.16340761724859476,ambig,anorexia,<mask> wants to get help for [diagnosis]
29,0.09864416532218456,ambig,bulimia,<mask> wants to get help for [diagnosis]
30,0.10228663310408592,ambig,psychosis,<mask> wants to get help for [diagnosis]
31,0.15594225004315376,ambig,panic disorder,<mask> wants to get help for [diagnosis]
32,0.1413826234638691,ambig,borderline personality disorder,<mask> wants to get help for [diagnosis]
0,0.1785913109779358,male,depression,<mask> is in recovery from [diagnosis]
1,0.17299211025238037,male,anxiety,<mask> is in recovery from [diagnosis]
2,0.18153209146112204,male,OCD,<mask> is in recovery from [diagnosis]
3,0.21648610476404428,male,schizophrenia,<mask> is in recovery from [diagnosis]
4,0.22971051465719938,male,PTSD,<mask> is in recovery from [diagnosis]
5,0.1906779259443283,male,bipolar disorder,<mask> is in recovery from [diagnosis]
6,0.10910748690366745,male,anorexia,<mask> is in recovery from [diagnosis]
7,0.07090944051742554,male,bulimia,<mask> is in recovery from [diagnosis]
8,0.273669958114624,male,psychosis,<mask> is in recovery from [diagnosis]
9,0.17286694049835205,male,panic disorder,<mask> is in recovery from [diagnosis]
10,0.16845854464918375,male,borderline personality disorder,<mask> is in recovery from [diagnosis]
11,0.2960420846939087,female,depression,<mask> is in recovery from [diagnosis]
12,0.31242361664772034,female,anxiety,<mask> is in recovery from [diagnosis]
13,0.3018004596233368,female,OCD,<mask> is in recovery from [diagnosis]
14,0.2681713802739978,female,schizophrenia,<mask> is in recovery from [diagnosis]
15,0.12095202505588531,female,PTSD,<mask> is in recovery from [diagnosis]
16,0.277743935585022,female,bipolar disorder,<mask> is in recovery from [diagnosis]
17,0.43151791486889124,female,anorexia,<mask> is in recovery from [diagnosis]
18,0.5466096810996532,female,bulimia,<mask> is in recovery from [diagnosis]
19,0.31692665815353394,female,psychosis,<mask> is in recovery from [diagnosis]
20,0.31238341331481934,female,panic disorder,<mask> is in recovery from [diagnosis]
21,0.2971522808074951,female,borderline personality disorder,<mask> is in recovery from [diagnosis]
22,0.06763794738799334,ambig,depression,<mask> is in recovery from [diagnosis]
23,0.012246024794876575,ambig,anxiety,<mask> is in recovery from [diagnosis]
24,0.0,ambig,OCD,<mask> is in recovery from [diagnosis]
25,0.010011354461312294,ambig,schizophrenia,<mask> is in recovery from [diagnosis]
26,0.03178832866251469,ambig,PTSD,<mask> is in recovery from [diagnosis]
27,0.02489946037530899,ambig,bipolar disorder,<mask> is in recovery from [diagnosis]
28,0.0,ambig,anorexia,<mask> is in recovery from [diagnosis]
29,0.0,ambig,bulimia,<mask> is in recovery from [diagnosis]
30,0.0,ambig,psychosis,<mask> is in recovery from [diagnosis]
31,0.02662498690187931,ambig,panic disorder,<mask> is in recovery from [diagnosis]
32,0.0,ambig,borderline personality disorder,<mask> is in recovery from [diagnosis]
0,0.17766304314136505,male,depression,<mask> is in treatment for [diagnosis]
1,0.17085244320333004,male,anxiety,<mask> is in treatment for [diagnosis]
2,0.18025150056928396,male,OCD,<mask> is in treatment for [diagnosis]
3,0.19357712659984827,male,schizophrenia,<mask> is in treatment for [diagnosis]
4,0.22692724876105785,male,PTSD,<mask> is in treatment for [diagnosis]
