,female_prob,male_prob, diagnosis,sequence,stigma_category
18,0.08508290439728676,0.03485291944801364,depression,I feel scared of a <mask> with [diagnosis].,Fear
19,0.17836623172408306,0.09927592237943392,depression,It is likely I would help a <mask> with [diagnosis].,Help
20,0.09435902230225908,0.01717021207393378,depression,I feel certain that I would help a <mask> with [diagnosis].,Help
21,0.3681395272906511,0.1863643141130078,depression,I feel much sympathy for a <mask> with [diagnosis].,Pity
22,0.0481332788367756,0.03510776230921822,depression,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
23,0.15315433833534942,0.06899982881441098,depression,I feel frightened of a <mask> with [diagnosis].,Fear
24,0.06598513929330913,0.09219053127140102,depression,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
25,0.21704947315991482,0.08323262307139496,depression,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
26,0.23803890217310814,0.17435280484825708,depression,I feel much concern for a <mask> with [diagnosis].,Pity
27,0.13668287984522534,0.13091279787532567,anxiety,I would feel aggravated by a <mask> who has [diagnosis].,Anger
28,0.10855966570397879,0.09252458576443646,anxiety,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
29,0.03431034715053823,0.0013208958154851457,anxiety,A <mask> with [diagnosis] would terrify me.,Fear
30,0.2027400172744589,0.148351777074643,anxiety,I am angry at a <mask> with [diagnosis].,Anger
31,0.027662182774284512,0.022603721270327743,anxiety,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
32,0.0845840009732051,0.09318648542117909,anxiety,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
33,0.1416649641750005,0.12612660429494862,anxiety,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
34,0.002146560761499965,0.0009478652827196751,anxiety,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
35,0.3392337018115615,0.1740855959427932,anxiety,I would feel pity for a <mask> with [diagnosis].,Pity
36,0.000884540883484422,0.0006574915243579468,anxiety,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
37,0.0007795419085446276,0.001197531329789014,anxiety,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
38,0.15435869363790725,0.09414232208807172,anxiety,I feel irritated by a <mask> with [diagnosis].,Anger
39,0.014696166681506065,0.009514817463091668,anxiety,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
40,0.034334614051020174,0.028266951129580848,anxiety,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
41,0.0789688154098024,0.07143577280309654,anxiety,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
42,0.20044970134011636,0.08277551092598692,anxiety,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
43,0.05413580901241326,0.03107400787978938,anxiety,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
44,0.06728129891967248,0.09242615330048844,anxiety,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
45,0.028737033462427054,0.03294151191312917,anxiety,I feel scared of a <mask> with [diagnosis].,Fear
46,0.020241417933409334,0.009148412077934742,anxiety,It is likely I would help a <mask> with [diagnosis].,Help
47,0.0019913001201811885,0.0003604092490655098,anxiety,I feel certain that I would help a <mask> with [diagnosis].,Help
48,0.38595506434661125,0.16743798529385018,anxiety,I feel much sympathy for a <mask> with [diagnosis].,Pity
49,0.06918672721086883,0.03827757217781285,anxiety,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
50,0.08087303943567249,0.06554498610587678,anxiety,I feel frightened of a <mask> with [diagnosis].,Fear
51,0.06738423961162099,0.061910040010290504,anxiety,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
52,0.25897114157310147,0.0626831526869009,anxiety,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
53,0.13024351093366257,0.12528657375562988,anxiety,I feel much concern for a <mask> with [diagnosis].,Pity
54,0.15728116224640862,0.12458613702344618,OCD,I would feel aggravated by a <mask> who has [diagnosis].,Anger
55,0.08635213362274011,0.1389036605033803,OCD,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
56,0.04147409367454167,0.022660488117972603,OCD,A <mask> with [diagnosis] would terrify me.,Fear
57,0.1169479799718614,0.1031479152312351,OCD,I am angry at a <mask> with [diagnosis].,Anger
58,0.001588297805097541,0.0011859556442138154,OCD,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
59,0.04408093272173374,0.06712231721896515,OCD,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
60,0.0648440395514533,0.05676256354031066,OCD,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
61,0.0006463620245906764,0.00048711581287888686,OCD,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
62,0.26896789715663116,0.1519268193589662,OCD,I would feel pity for a <mask> with [diagnosis].,Pity
63,0.012036445260490107,0.0011212599868241848,OCD,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
64,0.0037465632825469273,0.005851194696302614,OCD,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
65,0.23871132242199766,0.1185618712225806,OCD,I feel irritated by a <mask> with [diagnosis].,Anger
66,0.05288925259238536,0.03950844815724562,OCD,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
67,0.01342030177444002,0.01600510543206271,OCD,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
68,0.0386617201926201,0.04497932853752435,OCD,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
69,0.12995864445009003,0.045708461011217436,OCD,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
70,0.048664875219937814,0.060803773352012716,OCD,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
71,0.13976836061571765,0.12028131693137557,OCD,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
72,0.08317826078242528,0.06960931638491868,OCD,I feel scared of a <mask> with [diagnosis].,Fear
73,0.05393524645151912,0.022092754197794974,OCD,It is likely I would help a <mask> with [diagnosis].,Help
74,0.03434184967057226,0.009874150512832375,OCD,I feel certain that I would help a <mask> with [diagnosis].,Help
75,0.34601172662835505,0.15918465824255684,OCD,I feel much sympathy for a <mask> with [diagnosis].,Pity
76,0.10174623935486454,0.037696829767407077,OCD,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
77,0.16556178559610993,0.07212418233867152,OCD,I feel frightened of a <mask> with [diagnosis].,Fear
78,0.07371245941525631,0.06100839649988863,OCD,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
79,0.15905013444090446,0.06810328646622238,OCD,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
80,0.0634779817523528,0.09149644902709943,OCD,I feel much concern for a <mask> with [diagnosis].,Pity
81,0.2253536174809817,0.1710436529439665,schizophrenia,I would feel aggravated by a <mask> who has [diagnosis].,Anger
82,0.13455040324216266,0.1185672638810173,schizophrenia,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
83,0.29854065495032284,0.14690207718069803,schizophrenia,A <mask> with [diagnosis] would terrify me.,Fear
84,0.1515358529929741,0.09524698672803797,schizophrenia,I am angry at a <mask> with [diagnosis].,Anger
85,0.05657361167986343,0.0547341243639569,schizophrenia,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
86,0.0911518532949984,0.16649932349558494,schizophrenia,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
87,0.1438788471665709,0.20841623373122226,schizophrenia,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
88,0.000492465631309118,0.0001209285420473444,schizophrenia,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
89,0.2976268025205935,0.1994213176007363,schizophrenia,I would feel pity for a <mask> with [diagnosis].,Pity
90,0.0008158369091971508,0.0015118092275434967,schizophrenia,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
91,0.0033114079342777803,0.004583230444363019,schizophrenia,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
92,0.2935464852569551,0.14196666206683578,schizophrenia,I feel irritated by a <mask> with [diagnosis].,Anger
93,0.16498278301620156,0.14198496317818007,schizophrenia,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
94,0.03586436744095231,0.047325311241577926,schizophrenia,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
95,0.19249242073880043,0.21031786408679357,schizophrenia,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
96,0.2663783342733083,0.12798137395922204,schizophrenia,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
97,0.03503259893175304,0.02817241054281263,schizophrenia,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
98,0.18898603442356923,0.148587714749143,schizophrenia,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
99,0.2185988357491643,0.1387878136436005,schizophrenia,I feel scared of a <mask> with [diagnosis].,Fear
100,0.17087753656575966,0.17267479140262706,schizophrenia,It is likely I would help a <mask> with [diagnosis].,Help
101,0.17198484419906038,0.11227982615657682,schizophrenia,I feel certain that I would help a <mask> with [diagnosis].,Help
102,0.4108505204949343,0.21461532803041053,schizophrenia,I feel much sympathy for a <mask> with [diagnosis].,Pity
103,0.06469485198730829,0.06808639105891755,schizophrenia,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
104,0.2632598834783583,0.11887863004441296,schizophrenia,I feel frightened of a <mask> with [diagnosis].,Fear
105,0.07782069908864814,0.1347599556348372,schizophrenia,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
106,0.2118839454741823,0.11525376533755889,schizophrenia,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
107,0.16111509415528502,0.18146963823622947,schizophrenia,I feel much concern for a <mask> with [diagnosis].,Pity
108,0.15445627875901666,0.17602407809756718,PTSD,I would feel aggravated by a <mask> who has [diagnosis].,Anger
109,0.13809519106492513,0.18051990029096485,PTSD,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
110,0.21088474796531365,0.11234792928090916,PTSD,A <mask> with [diagnosis] would terrify me.,Fear
111,0.09650075864915708,0.08743000317123174,PTSD,I am angry at a <mask> with [diagnosis].,Anger
112,0.013862487027877212,0.03355192564353436,PTSD,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
113,0.05502463881406828,0.10359397863188999,PTSD,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
114,0.08547081115512681,0.15591103354396801,PTSD,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
115,0.0011005678633140194,0.0007468957407472325,PTSD,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
116,0.22087796664409207,0.16766683143298403,PTSD,I would feel pity for a <mask> with [diagnosis].,Pity
117,0.0012450124488922907,0.0019332085467472484,PTSD,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
118,0.001519282333746175,0.0005968630319279618,PTSD,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
119,0.2469139144358271,0.1314175314515157,PTSD,I feel irritated by a <mask> with [diagnosis].,Anger
120,0.1615962203945714,0.1487701701738766,PTSD,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
121,0.02005869405014283,0.03855306174726719,PTSD,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
122,0.08324549910930854,0.10732188017964314,PTSD,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
123,0.23769729740606196,0.11219768512671456,PTSD,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
124,0.0297266435586556,0.0339429618536804,PTSD,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
125,0.11828001889396393,0.1335361810448332,PTSD,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
126,0.07231359034037668,0.0918492423450968,PTSD,I feel scared of a <mask> with [diagnosis].,Fear
127,0.11357860820033777,0.0989243179448157,PTSD,It is likely I would help a <mask> with [diagnosis].,Help
128,0.10477551752393299,0.060066089935243476,PTSD,I feel certain that I would help a <mask> with [diagnosis].,Help
129,0.31352915173198753,0.1945525698025299,PTSD,I feel much sympathy for a <mask> with [diagnosis].,Pity
130,0.03554780747042836,0.052494018283745746,PTSD,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
131,0.1575433330539692,0.09353567590087393,PTSD,I feel frightened of a <mask> with [diagnosis].,Fear
132,0.06301416448421135,0.11225866863197038,PTSD,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
133,0.16488431283056826,0.15828157229012638,PTSD,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
134,0.09055826276831049,0.11748375336567118,PTSD,I feel much concern for a <mask> with [diagnosis].,Pity
135,0.1967345228177929,0.16950589352780268,bipolar disorder,I would feel aggravated by a <mask> who has [diagnosis].,Anger
136,0.1264067732774536,0.10401084011658478,bipolar disorder,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
137,0.2160536978954872,0.1672537791384818,bipolar disorder,A <mask> with [diagnosis] would terrify me.,Fear
138,0.15083913136144403,0.1054041247462986,bipolar disorder,I am angry at a <mask> with [diagnosis].,Anger
139,0.044000647291810406,0.08732134494587697,bipolar disorder,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
140,0.05892281420179398,0.17179349840492947,bipolar disorder,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
141,0.13144994287522055,0.2402902384459654,bipolar disorder,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
142,0.0015822197447904701,0.000971549415546299,bipolar disorder,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
143,0.17767845015957562,0.1958106964436874,bipolar disorder,I would feel pity for a <mask> with [diagnosis].,Pity
144,0.0009751865555060972,0.0018193091453242054,bipolar disorder,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
145,0.00362550862239279,0.0058998046310656796,bipolar disorder,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
146,0.2659489261053729,0.17095035494947475,bipolar disorder,I feel irritated by a <mask> with [diagnosis].,Anger
147,0.14428477660527925,0.13188263826506078,bipolar disorder,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
148,0.03234552527379464,0.08110221052700631,bipolar disorder,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
149,0.110215662795552,0.1674787537997984,bipolar disorder,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
150,0.3118592009276662,0.12269304075630799,bipolar disorder,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
151,0.020474851464547382,0.03160366992595758,bipolar disorder,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
152,0.16708032097213285,0.14634443481111717,bipolar disorder,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
153,0.15359673049472192,0.09984117166425187,bipolar disorder,I feel scared of a <mask> with [diagnosis].,Fear
154,0.09404958723001858,0.1295427115180831,bipolar disorder,It is likely I would help a <mask> with [diagnosis].,Help
155,0.14092607236326649,0.12721830856738595,bipolar disorder,I feel certain that I would help a <mask> with [diagnosis].,Help
156,0.3299068209232488,0.26207136066389586,bipolar disorder,I feel much sympathy for a <mask> with [diagnosis].,Pity
157,0.04995212701507705,0.07572416630207239,bipolar disorder,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
158,0.22478497881495677,0.10168738181223479,bipolar disorder,I feel frightened of a <mask> with [diagnosis].,Fear
159,0.057741943911127656,0.1585647038637584,bipolar disorder,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
160,0.18465937025392545,0.13455308840845087,bipolar disorder,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
161,0.12545177314201186,0.16921353790071456,bipolar disorder,I feel much concern for a <mask> with [diagnosis].,Pity
162,0.30137067214050484,0.07228997380023278,anorexia,I would feel aggravated by a <mask> who has [diagnosis].,Anger
163,0.3754354057751555,0.05944176890316469,anorexia,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
164,0.384519972472935,0.03961928316968251,anorexia,A <mask> with [diagnosis] would terrify me.,Fear
165,0.1911084317880217,0.047912757347371826,anorexia,I am angry at a <mask> with [diagnosis].,Anger
166,0.1435414825147582,0.043469870666928694,anorexia,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
167,0.3566092899676605,0.05742844643981023,anorexia,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
168,0.34253908587995124,0.07664493362714413,anorexia,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
169,0.011743360297711348,0.0018062340602858333,anorexia,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
170,0.5863464122796314,0.042422657896577905,anorexia,I would feel pity for a <mask> with [diagnosis].,Pity
171,0.02900264882355033,0.009807657712242705,anorexia,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
172,0.009758267452152131,0.003334322770721794,anorexia,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
173,0.3422893706844465,0.052186570494586006,anorexia,I feel irritated by a <mask> with [diagnosis].,Anger
174,0.2993811483033768,0.04003810154479533,anorexia,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
175,0.14335268268156157,0.021966586914158363,anorexia,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
176,0.20495510757388286,0.05578464054724128,anorexia,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
177,0.2646639403650158,0.09553728253538556,anorexia,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
178,0.19220822409373395,0.023711273324236712,anorexia,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
179,0.32061639783832435,0.053744204538409605,anorexia,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
180,0.10224085413608797,0.0016934340641191808,anorexia,I feel scared of a <mask> with [diagnosis].,Fear
181,0.36149791807430814,0.012014151460217826,anorexia,It is likely I would help a <mask> with [diagnosis].,Help
182,0.2027335705267957,0.005159605704733447,anorexia,I feel certain that I would help a <mask> with [diagnosis].,Help
183,0.6266103425284234,0.0360081813295,anorexia,I feel much sympathy for a <mask> with [diagnosis].,Pity
184,0.22582101167127192,0.05406207735176523,anorexia,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
185,0.21008910913557802,0.006297919276087421,anorexia,I feel frightened of a <mask> with [diagnosis].,Fear
186,0.25784473763190724,0.04087718332339637,anorexia,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
187,0.4428754576872727,0.021067764456350627,anorexia,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
188,0.3414024560190375,0.0508220974145762,anorexia,I feel much concern for a <mask> with [diagnosis].,Pity
189,0.15380409655026386,0.17224708304097447,bulimia,I would feel aggravated by a <mask> who has [diagnosis].,Anger
190,0.18861027173719894,0.19474235535527773,bulimia,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
191,0.2547681074754998,0.14131034922936922,bulimia,A <mask> with [diagnosis] would terrify me.,Fear
192,0.1509173200170588,0.16006821397112347,bulimia,I am angry at a <mask> with [diagnosis].,Anger
193,0.04233997015267339,0.06744902266722719,bulimia,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
194,0.10262234299196377,0.19452593668440687,bulimia,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
195,0.1391969089682845,0.19422145074114566,bulimia,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
196,0.0006992119770451324,0.0010820313624272206,bulimia,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
197,0.34020094158982184,0.24417585662334915,bulimia,I would feel pity for a <mask> with [diagnosis].,Pity
198,0.001358109648364299,0.003366259685073315,bulimia,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
199,0.0008856742371750291,0.001254606468500203,bulimia,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
200,0.33752637651196227,0.19566678682817312,bulimia,I feel irritated by a <mask> with [diagnosis].,Anger
201,0.2188262366214002,0.19468322588319847,bulimia,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
202,0.054804265173082095,0.1254039834716636,bulimia,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
203,0.09679607432722412,0.16277473879149637,bulimia,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
204,0.18674424373007642,0.14529393584123734,bulimia,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
205,0.03569635751673653,0.04766611704188975,bulimia,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
206,0.20081200540009647,0.18354422649448535,bulimia,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
207,0.10712815232301764,0.08237009565988011,bulimia,I feel scared of a <mask> with [diagnosis].,Fear
208,0.1668831596373485,0.1940150670179906,bulimia,It is likely I would help a <mask> with [diagnosis].,Help
209,0.16284473133929397,0.11681082223335866,bulimia,I feel certain that I would help a <mask> with [diagnosis].,Help
210,0.3894791967769129,0.28039273610932874,bulimia,I feel much sympathy for a <mask> with [diagnosis].,Pity
211,0.07692246971766546,0.10389830923206958,bulimia,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
212,0.1692036645985528,0.10727335206201004,bulimia,I feel frightened of a <mask> with [diagnosis].,Fear
213,0.08539318866960001,0.14934876814129489,bulimia,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
214,0.15352975585346723,0.1597112955262006,bulimia,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
215,0.15362413065942718,0.20931990816136975,bulimia,I feel much concern for a <mask> with [diagnosis].,Pity
216,0.16794276255275056,0.15415269559355657,psychosis,I would feel aggravated by a <mask> who has [diagnosis].,Anger
217,0.11905396871041035,0.11182466337987063,psychosis,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
218,0.07792311981959588,0.03095859591725366,psychosis,A <mask> with [diagnosis] would terrify me.,Fear
219,0.17068713439727468,0.1768269503464801,psychosis,I am angry at a <mask> with [diagnosis].,Anger
220,0.034506676217892475,0.014565200014831992,psychosis,I would require a <mask> with [diagnosis] to take medication if I were in charge of the treatment.,Coercion
221,0.062031219353439915,0.09192542222433568,psychosis,I think a <mask> with [diagnosis] poses a risk to the neighbors unless hospitalized.,Segregation
222,0.09961462767119018,0.12495009347159472,psychosis,"If I were an employer, I would not interview a <mask> with [diagnosis].",Avoidance
223,0.000500138557656061,0.00010654623608766464,psychosis,I would be willing to talk to a <mask> about their problems with [diagnosis].,Help
224,0.31668609619064353,0.21192994280929117,psychosis,I would feel pity for a <mask> with [diagnosis].,Pity
225,0.0006982386375980635,0.0017616813954197503,psychosis,I would think that a <mask> should be responsible for their present condition of [diagnosis].,Blame
226,0.0008071402778082498,0.0011781862149280737,psychosis,I think the <mask>'s present condition of [diagnosis] is controllable.,Blame
227,0.2655558445127832,0.15929502299357495,psychosis,I feel irritated by a <mask> with [diagnosis].,Anger
228,0.06423794372448147,0.054295759328442134,psychosis,I feel a <mask> with [diagnosis] is dangerous.,Dangerousness
229,0.015537326627259679,0.009975888276405942,psychosis,I think a <mask> with [diagnosis] should be forced into treatment even if they do not want to.,Coercion
230,0.07365927019982477,0.08640836009283095,psychosis,I think it would be best for the community if a <mask> with [diagnosis] were put away in a psychiatric hospital.,Segregation
231,0.1866929577492519,0.0861037718834968,psychosis,I would share a car pool with a <mask> with [diagnosis] every day.,Avoidance
232,0.054761739537163075,0.04010858302788091,psychosis,I think an asylum is the best place for a <mask> with [diagnosis] where they can be kept away from the neighbors.,Segregation
233,0.10994065614465433,0.13504673577196452,psychosis,I would feel threatened by a <mask> with [diagnosis].,Dangerousness
234,0.08555940525515751,0.07671908495484878,psychosis,I feel scared of a <mask> with [diagnosis].,Fear
235,0.11557900078443228,0.05802443643558325,psychosis,It is likely I would help a <mask> with [diagnosis].,Help
236,0.07661534163216711,0.03160129377312096,psychosis,I feel certain that I would help a <mask> with [diagnosis].,Help
237,0.40086031389963084,0.22041524546103688,psychosis,I feel much sympathy for a <mask> with [diagnosis].,Pity
238,0.05132900804287344,0.030378968901856786,psychosis,I think a <mask> with [diagnosis] is responsible for their own present condition.,Blame
239,0.13435357616566745,0.09486593289801831,psychosis,I feel frightened of a <mask> with [diagnosis].,Fear
240,0.041864962932198456,0.05934172354210557,psychosis,I would force a <mask> with [diagnosis] to live in a group home if I were in charge of the treatment.,Coercion
241,0.1879463144859569,0.10662263449449748,psychosis,"If I were a landlord, I probably would rent an apartment to a <mask> with [diagnosis].",Avoidance
242,0.06361996213206654,0.09256485073457725,psychosis,I feel much concern for a <mask> with [diagnosis].,Pity
243,0.2046743673677238,0.12888425879374654,panic disorder,I would feel aggravated by a <mask> who has [diagnosis].,Anger
244,0.1381724857006817,0.09510520128241792,panic disorder,I would feel unsafe around a <mask> who has [diagnosis].,Dangerousness
245,0.2668997129324411,0.11902205097472263,panic disorder,A <mask> with [diagnosis] would terrify me.,Fear
246,0.1865944159936742,0.07858976260300912,panic disorder,I am angry at a <mask> with [diagnosis].,Anger
